ID,Predict,score_range,bad_probability,label
a11786,0,unknown,0.5,unknown
a11787,0,unknown,0.5,unknown
a11789,0,unknown,0.5,unknown
a11793,0,unknown,0.5,unknown
a11797,0,unknown,0.5,unknown
a11808,0,unknown,0.5,unknown
a11812,0,unknown,0.5,unknown
a11815,0,unknown,0.5,unknown
a11824,0,unknown,0.5,unknown
a11829,0,unknown,0.5,unknown
a11832,0,unknown,0.5,unknown
a11833,0,unknown,0.5,unknown
a11835,0,unknown,0.5,unknown
a11846,0,unknown,0.5,unknown
a11853,0,unknown,0.5,unknown
a11858,0,unknown,0.5,unknown
a11859,0,unknown,0.5,unknown
a11865,0,unknown,0.5,unknown
a11868,0,unknown,0.5,unknown
a11876,0,unknown,0.5,unknown
a11879,0,unknown,0.5,unknown
a11883,0,unknown,0.5,unknown
a11893,0,unknown,0.5,unknown
a11895,0,unknown,0.5,unknown
a11897,0,unknown,0.5,unknown
a11903,0,unknown,0.5,unknown
a11907,0,unknown,0.5,unknown
a11913,0,unknown,0.5,unknown
a11917,0,unknown,0.5,unknown
a11922,0,unknown,0.5,unknown
a11931,0,unknown,0.5,unknown
a11943,0,unknown,0.5,unknown
a11948,0,unknown,0.5,unknown
a11951,0,unknown,0.5,unknown
a11956,0,unknown,0.5,unknown
a11958,0,unknown,0.5,unknown
a11969,0,unknown,0.5,unknown
a11973,0,unknown,0.5,unknown
a11981,0,unknown,0.5,unknown
a11987,0,unknown,0.5,unknown
a11992,0,unknown,0.5,unknown
a11996,0,unknown,0.5,unknown
a11997,0,unknown,0.5,unknown
a12001,0,unknown,0.5,unknown
a12024,0,unknown,0.5,unknown
a12025,0,unknown,0.5,unknown
a12033,0,unknown,0.5,unknown
a12035,0,unknown,0.5,unknown
a12050,0,unknown,0.5,unknown
a12052,0,unknown,0.5,unknown
a12055,0,unknown,0.5,unknown
a12058,0,unknown,0.5,unknown
a12068,0,unknown,0.5,unknown
a12099,0,unknown,0.5,unknown
a12106,0,unknown,0.5,unknown
a12112,0,unknown,0.5,unknown
a12118,0,unknown,0.5,unknown
a12123,0,unknown,0.5,unknown
a12133,0,unknown,0.5,unknown
a12140,0,unknown,0.5,unknown
a12143,0,unknown,0.5,unknown
a12144,0,unknown,0.5,unknown
a12157,0,unknown,0.5,unknown
a12159,0,unknown,0.5,unknown
a12166,0,unknown,0.5,unknown
a12167,0,unknown,0.5,unknown
a12173,0,unknown,0.5,unknown
a12174,0,unknown,0.5,unknown
a12177,0,unknown,0.5,unknown
a12188,0,unknown,0.5,unknown
a12194,0,unknown,0.5,unknown
a12196,0,unknown,0.5,unknown
a12199,0,unknown,0.5,unknown
a12206,0,unknown,0.5,unknown
a12218,0,unknown,0.5,unknown
a12222,0,unknown,0.5,unknown
a12226,0,unknown,0.5,unknown
a12227,0,unknown,0.5,unknown
a12235,0,unknown,0.5,unknown
a12237,0,unknown,0.5,unknown
a12241,0,unknown,0.5,unknown
a12243,0,unknown,0.5,unknown
a12253,0,unknown,0.5,unknown
a12254,0,unknown,0.5,unknown
a12260,0,unknown,0.5,unknown
a12265,0,unknown,0.5,unknown
a12266,0,unknown,0.5,unknown
a12270,0,unknown,0.5,unknown
a12274,0,unknown,0.5,unknown
a12279,0,unknown,0.5,unknown
a12282,0,unknown,0.5,unknown
a12287,0,unknown,0.5,unknown
a12295,0,unknown,0.5,unknown
a12296,0,unknown,0.5,unknown
a12297,0,unknown,0.5,unknown
a12298,0,unknown,0.5,unknown
a12311,0,unknown,0.5,unknown
a12315,0,unknown,0.5,unknown
a12316,0,unknown,0.5,unknown
a12319,0,unknown,0.5,unknown
a12322,0,unknown,0.5,unknown
a12326,0,unknown,0.5,unknown
a12331,0,unknown,0.5,unknown
a12334,0,unknown,0.5,unknown
a12343,0,unknown,0.5,unknown
a12346,0,unknown,0.5,unknown
a12352,0,unknown,0.5,unknown
a12353,0,unknown,0.5,unknown
a12358,0,unknown,0.5,unknown
a12360,0,unknown,0.5,unknown
a12365,0,unknown,0.5,unknown
a12366,0,unknown,0.5,unknown
a12369,0,unknown,0.5,unknown
a12372,0,unknown,0.5,unknown
a12394,0,unknown,0.5,unknown
a12397,0,unknown,0.5,unknown
a12399,0,unknown,0.5,unknown
a12406,0,unknown,0.5,unknown
a12408,0,unknown,0.5,unknown
a12419,0,unknown,0.5,unknown
a12421,0,unknown,0.5,unknown
a12422,0,unknown,0.5,unknown
a12424,0,unknown,0.5,unknown
a12426,0,unknown,0.5,unknown
a12429,0,unknown,0.5,unknown
a12431,0,unknown,0.5,unknown
a12440,0,unknown,0.5,unknown
a12444,0,unknown,0.5,unknown
a12447,0,unknown,0.5,unknown
a12450,0,unknown,0.5,unknown
a12451,0,unknown,0.5,unknown
a12461,0,unknown,0.5,unknown
a12463,0,unknown,0.5,unknown
a12464,0,unknown,0.5,unknown
a12469,0,unknown,0.5,unknown
a12475,0,unknown,0.5,unknown
a12476,0,unknown,0.5,unknown
a12485,0,unknown,0.5,unknown
a12489,0,unknown,0.5,unknown
a12493,0,unknown,0.5,unknown
a12494,0,unknown,0.5,unknown
a12498,0,unknown,0.5,unknown
a12500,0,unknown,0.5,unknown
a12516,0,unknown,0.5,unknown
a12518,0,unknown,0.5,unknown
a12520,0,unknown,0.5,unknown
a12529,0,unknown,0.5,unknown
a12543,0,unknown,0.5,unknown
a12560,0,unknown,0.5,unknown
a12566,0,unknown,0.5,unknown
a12571,0,unknown,0.5,unknown
a12572,0,unknown,0.5,unknown
a12578,0,unknown,0.5,unknown
a12579,0,unknown,0.5,unknown
a12580,0,unknown,0.5,unknown
a12584,0,unknown,0.5,unknown
a12589,0,unknown,0.5,unknown
a12592,0,unknown,0.5,unknown
a12628,0,unknown,0.5,unknown
a12629,0,unknown,0.5,unknown
a12637,0,unknown,0.5,unknown
a12642,0,unknown,0.5,unknown
a12644,0,unknown,0.5,unknown
a12650,0,unknown,0.5,unknown
a12661,0,unknown,0.5,unknown
a12670,0,unknown,0.5,unknown
a12671,0,unknown,0.5,unknown
a12679,0,unknown,0.5,unknown
a12698,0,unknown,0.5,unknown
a12699,0,unknown,0.5,unknown
a12706,0,unknown,0.5,unknown
a12711,0,unknown,0.5,unknown
a12718,0,unknown,0.5,unknown
a12720,0,unknown,0.5,unknown
a12724,0,unknown,0.5,unknown
a12731,0,unknown,0.5,unknown
a12735,0,unknown,0.5,unknown
a12736,0,unknown,0.5,unknown
a12737,0,unknown,0.5,unknown
a12739,0,unknown,0.5,unknown
a12741,0,unknown,0.5,unknown
a12744,0,unknown,0.5,unknown
a12745,0,unknown,0.5,unknown
a12747,0,unknown,0.5,unknown
a12771,0,unknown,0.5,unknown
a12773,0,unknown,0.5,unknown
a12786,0,unknown,0.5,unknown
a12788,0,unknown,0.5,unknown
a12791,0,unknown,0.5,unknown
a12805,0,unknown,0.5,unknown
a12811,0,unknown,0.5,unknown
a12814,0,unknown,0.5,unknown
a12819,0,unknown,0.5,unknown
a12825,0,unknown,0.5,unknown
a12833,0,unknown,0.5,unknown
a12834,0,unknown,0.5,unknown
a12842,0,unknown,0.5,unknown
a12853,0,unknown,0.5,unknown
a12854,0,unknown,0.5,unknown
a12855,0,unknown,0.5,unknown
a12862,0,unknown,0.5,unknown
a12881,0,unknown,0.5,unknown
a12882,0,unknown,0.5,unknown
a12886,0,unknown,0.5,unknown
a12896,0,unknown,0.5,unknown
a12897,0,unknown,0.5,unknown
a12920,0,unknown,0.5,unknown
a12923,0,unknown,0.5,unknown
a12933,0,unknown,0.5,unknown
a12935,0,unknown,0.5,unknown
a12938,0,unknown,0.5,unknown
a12957,0,unknown,0.5,unknown
a12961,0,unknown,0.5,unknown
a12967,0,unknown,0.5,unknown
a12972,0,unknown,0.5,unknown
a12978,0,unknown,0.5,unknown
a12983,0,unknown,0.5,unknown
a12996,0,unknown,0.5,unknown
a12999,0,unknown,0.5,unknown
a13001,0,unknown,0.5,unknown
a13004,0,unknown,0.5,unknown
a13010,0,unknown,0.5,unknown
a13015,0,unknown,0.5,unknown
a13019,0,unknown,0.5,unknown
a13021,0,unknown,0.5,unknown
a13022,0,unknown,0.5,unknown
a13025,0,unknown,0.5,unknown
a13029,0,unknown,0.5,unknown
a13031,0,unknown,0.5,unknown
a13033,0,unknown,0.5,unknown
a13051,0,unknown,0.5,unknown
a13052,0,unknown,0.5,unknown
a13057,0,unknown,0.5,unknown
a13063,0,unknown,0.5,unknown
a13064,0,unknown,0.5,unknown
a13071,0,unknown,0.5,unknown
a13076,0,unknown,0.5,unknown
a13083,0,unknown,0.5,unknown
a13088,0,unknown,0.5,unknown
a13090,0,unknown,0.5,unknown
a13092,0,unknown,0.5,unknown
a13098,0,unknown,0.5,unknown
a13104,0,unknown,0.5,unknown
a13116,0,unknown,0.5,unknown
a13122,0,unknown,0.5,unknown
a13140,0,unknown,0.5,unknown
a13143,0,unknown,0.5,unknown
a13150,0,unknown,0.5,unknown
a13151,0,unknown,0.5,unknown
a13159,0,unknown,0.5,unknown
a13161,0,unknown,0.5,unknown
a13162,0,unknown,0.5,unknown
a13176,0,unknown,0.5,unknown
a13183,0,unknown,0.5,unknown
a13184,0,unknown,0.5,unknown
a13185,0,unknown,0.5,unknown
a13187,0,unknown,0.5,unknown
a13201,0,unknown,0.5,unknown
a13202,0,unknown,0.5,unknown
a13204,0,unknown,0.5,unknown
a13212,0,unknown,0.5,unknown
a13213,0,unknown,0.5,unknown
a13222,0,unknown,0.5,unknown
a13223,0,unknown,0.5,unknown
a13225,0,unknown,0.5,unknown
a13227,0,unknown,0.5,unknown
a13228,0,unknown,0.5,unknown
a13239,0,unknown,0.5,unknown
a13254,0,unknown,0.5,unknown
a13257,0,unknown,0.5,unknown
a13260,0,unknown,0.5,unknown
a13261,0,unknown,0.5,unknown
a13263,0,unknown,0.5,unknown
a13266,0,unknown,0.5,unknown
a13281,0,unknown,0.5,unknown
a13283,0,unknown,0.5,unknown
a13284,0,unknown,0.5,unknown
a13285,0,unknown,0.5,unknown
a13294,0,unknown,0.5,unknown
a13295,0,unknown,0.5,unknown
a13296,0,unknown,0.5,unknown
a13305,0,unknown,0.5,unknown
a13309,0,unknown,0.5,unknown
a13311,0,unknown,0.5,unknown
a13322,0,unknown,0.5,unknown
a13325,0,unknown,0.5,unknown
a13327,0,unknown,0.5,unknown
a13340,0,unknown,0.5,unknown
a13341,0,unknown,0.5,unknown
a13343,0,unknown,0.5,unknown
a13346,0,unknown,0.5,unknown
a13347,0,unknown,0.5,unknown
a13362,0,unknown,0.5,unknown
a13367,0,unknown,0.5,unknown
a13369,0,unknown,0.5,unknown
a13372,0,unknown,0.5,unknown
a13374,0,unknown,0.5,unknown
a13382,0,unknown,0.5,unknown
a13388,0,unknown,0.5,unknown
a13396,0,unknown,0.5,unknown
a13409,0,unknown,0.5,unknown
a13412,0,unknown,0.5,unknown
a13421,0,unknown,0.5,unknown
a13423,0,unknown,0.5,unknown
a13427,0,unknown,0.5,unknown
a13429,0,unknown,0.5,unknown
a13436,0,unknown,0.5,unknown
a13438,0,unknown,0.5,unknown
a13464,0,unknown,0.5,unknown
a13465,0,unknown,0.5,unknown
a13476,0,unknown,0.5,unknown
a13481,0,unknown,0.5,unknown
a13482,0,unknown,0.5,unknown
a13485,0,unknown,0.5,unknown
a13492,0,unknown,0.5,unknown
a13497,0,unknown,0.5,unknown
a13500,0,unknown,0.5,unknown
a13502,0,unknown,0.5,unknown
a13527,0,unknown,0.5,unknown
a13528,0,unknown,0.5,unknown
a13547,0,unknown,0.5,unknown
a13556,0,unknown,0.5,unknown
a13566,0,unknown,0.5,unknown
a13571,0,unknown,0.5,unknown
a13591,0,unknown,0.5,unknown
a13595,0,unknown,0.5,unknown
a13603,0,unknown,0.5,unknown
a13607,0,unknown,0.5,unknown
a13608,0,unknown,0.5,unknown
a13613,0,unknown,0.5,unknown
a13615,0,unknown,0.5,unknown
a13620,0,unknown,0.5,unknown
a13621,0,unknown,0.5,unknown
a13624,0,unknown,0.5,unknown
a13626,0,unknown,0.5,unknown
a13631,0,unknown,0.5,unknown
a13636,0,unknown,0.5,unknown
a13638,0,unknown,0.5,unknown
a13645,0,unknown,0.5,unknown
a13647,0,unknown,0.5,unknown
a13649,0,unknown,0.5,unknown
a13652,0,unknown,0.5,unknown
a13655,0,unknown,0.5,unknown
a13656,0,unknown,0.5,unknown
a13659,0,unknown,0.5,unknown
a13681,0,unknown,0.5,unknown
a13687,0,unknown,0.5,unknown
a13694,0,unknown,0.5,unknown
a13696,0,unknown,0.5,unknown
a13698,0,unknown,0.5,unknown
a13710,0,unknown,0.5,unknown
a13721,0,unknown,0.5,unknown
a13725,0,unknown,0.5,unknown
a13728,0,unknown,0.5,unknown
a13732,0,unknown,0.5,unknown
a13734,0,unknown,0.5,unknown
a13744,0,unknown,0.5,unknown
a13747,0,unknown,0.5,unknown
a13751,0,unknown,0.5,unknown
a13772,0,unknown,0.5,unknown
a13774,0,unknown,0.5,unknown
a13780,0,unknown,0.5,unknown
a13781,0,unknown,0.5,unknown
a13792,0,unknown,0.5,unknown
a13794,0,unknown,0.5,unknown
a13795,0,unknown,0.5,unknown
a13808,0,unknown,0.5,unknown
a13810,0,unknown,0.5,unknown
a13813,0,unknown,0.5,unknown
a13819,0,unknown,0.5,unknown
a13833,0,unknown,0.5,unknown
a13835,0,unknown,0.5,unknown
a13844,0,unknown,0.5,unknown
a13851,0,unknown,0.5,unknown
a13853,0,unknown,0.5,unknown
a13862,0,unknown,0.5,unknown
a13868,0,unknown,0.5,unknown
a13875,0,unknown,0.5,unknown
a13877,0,unknown,0.5,unknown
a13880,0,unknown,0.5,unknown
a13884,0,unknown,0.5,unknown
a13893,0,unknown,0.5,unknown
a13894,0,unknown,0.5,unknown
a13895,0,unknown,0.5,unknown
a13913,0,unknown,0.5,unknown
a13921,0,unknown,0.5,unknown
a13922,0,unknown,0.5,unknown
a13924,0,unknown,0.5,unknown
a13926,0,unknown,0.5,unknown
a13947,0,unknown,0.5,unknown
a13955,0,unknown,0.5,unknown
a13958,0,unknown,0.5,unknown
a13960,0,unknown,0.5,unknown
a13961,0,unknown,0.5,unknown
a13963,0,unknown,0.5,unknown
a13967,0,unknown,0.5,unknown
a13969,0,unknown,0.5,unknown
a13992,0,unknown,0.5,unknown
a13993,0,unknown,0.5,unknown
a13999,0,unknown,0.5,unknown
a14012,0,unknown,0.5,unknown
a14019,0,unknown,0.5,unknown
a14021,0,unknown,0.5,unknown
a14025,0,unknown,0.5,unknown
a14033,0,unknown,0.5,unknown
a14035,0,unknown,0.5,unknown
a14039,0,unknown,0.5,unknown
a14042,0,unknown,0.5,unknown
a14047,0,unknown,0.5,unknown
a14065,0,unknown,0.5,unknown
a14066,0,unknown,0.5,unknown
a14068,0,unknown,0.5,unknown
a14098,0,unknown,0.5,unknown
a14099,0,unknown,0.5,unknown
a14104,0,unknown,0.5,unknown
a14107,0,unknown,0.5,unknown
a14112,0,unknown,0.5,unknown
a14115,0,unknown,0.5,unknown
a14119,0,unknown,0.5,unknown
a14130,0,unknown,0.5,unknown
a14143,0,unknown,0.5,unknown
a14144,0,unknown,0.5,unknown
a14153,0,unknown,0.5,unknown
a14155,0,unknown,0.5,unknown
a14158,0,unknown,0.5,unknown
a14161,0,unknown,0.5,unknown
a14162,0,unknown,0.5,unknown
a14176,0,unknown,0.5,unknown
a14177,0,unknown,0.5,unknown
a14187,0,unknown,0.5,unknown
a14188,0,unknown,0.5,unknown
a14192,0,unknown,0.5,unknown
a14194,0,unknown,0.5,unknown
a14213,0,unknown,0.5,unknown
a14217,0,unknown,0.5,unknown
a14221,0,unknown,0.5,unknown
a14250,0,unknown,0.5,unknown
a14251,0,unknown,0.5,unknown
a14252,0,unknown,0.5,unknown
a14257,0,unknown,0.5,unknown
a14258,0,unknown,0.5,unknown
a14265,0,unknown,0.5,unknown
a14267,0,unknown,0.5,unknown
a14284,0,unknown,0.5,unknown
a14289,0,unknown,0.5,unknown
a14306,0,unknown,0.5,unknown
a14311,0,unknown,0.5,unknown
a14314,0,unknown,0.5,unknown
a14315,0,unknown,0.5,unknown
a14316,0,unknown,0.5,unknown
a14323,0,unknown,0.5,unknown
a14325,0,unknown,0.5,unknown
a14327,0,unknown,0.5,unknown
a14330,0,unknown,0.5,unknown
a14335,0,unknown,0.5,unknown
a14337,0,unknown,0.5,unknown
a14344,0,unknown,0.5,unknown
a14347,0,unknown,0.5,unknown
a14348,0,unknown,0.5,unknown
a14352,0,unknown,0.5,unknown
a14353,0,unknown,0.5,unknown
a14355,0,unknown,0.5,unknown
a14360,0,unknown,0.5,unknown
a14361,0,unknown,0.5,unknown
a14368,0,unknown,0.5,unknown
a14370,0,unknown,0.5,unknown
a14375,0,unknown,0.5,unknown
a14379,0,unknown,0.5,unknown
a14398,0,unknown,0.5,unknown
a14402,0,unknown,0.5,unknown
a14408,0,unknown,0.5,unknown
a14411,0,unknown,0.5,unknown
a14421,0,unknown,0.5,unknown
a14423,0,unknown,0.5,unknown
a14426,0,unknown,0.5,unknown
a14431,0,unknown,0.5,unknown
a14434,0,unknown,0.5,unknown
a14439,0,unknown,0.5,unknown
a14445,0,unknown,0.5,unknown
a14446,0,unknown,0.5,unknown
a14447,0,unknown,0.5,unknown
a14452,0,unknown,0.5,unknown
a14475,0,unknown,0.5,unknown
a14494,0,unknown,0.5,unknown
a14498,0,unknown,0.5,unknown
a14507,0,unknown,0.5,unknown
a14523,0,unknown,0.5,unknown
a14525,0,unknown,0.5,unknown
a14535,0,unknown,0.5,unknown
a14541,0,unknown,0.5,unknown
a14546,0,unknown,0.5,unknown
a14548,0,unknown,0.5,unknown
a14550,0,unknown,0.5,unknown
a14557,0,unknown,0.5,unknown
a14572,0,unknown,0.5,unknown
a14575,0,unknown,0.5,unknown
a14591,0,unknown,0.5,unknown
a14601,0,unknown,0.5,unknown
a14602,0,unknown,0.5,unknown
a14611,0,unknown,0.5,unknown
a14615,0,unknown,0.5,unknown
a14618,0,unknown,0.5,unknown
a14619,0,unknown,0.5,unknown
a14629,0,unknown,0.5,unknown
a14637,0,unknown,0.5,unknown
a14649,0,unknown,0.5,unknown
a14651,0,unknown,0.5,unknown
a14652,0,unknown,0.5,unknown
a14659,0,unknown,0.5,unknown
a14664,0,unknown,0.5,unknown
a14668,0,unknown,0.5,unknown
a14673,0,unknown,0.5,unknown
a14678,0,unknown,0.5,unknown
a14679,0,unknown,0.5,unknown
a14687,0,unknown,0.5,unknown
a14691,0,unknown,0.5,unknown
a14693,0,unknown,0.5,unknown
a14703,0,unknown,0.5,unknown
a14706,0,unknown,0.5,unknown
a14709,0,unknown,0.5,unknown
a14711,0,unknown,0.5,unknown
a14712,0,unknown,0.5,unknown
a14713,0,unknown,0.5,unknown
a14727,0,unknown,0.5,unknown
a14728,0,unknown,0.5,unknown
a14738,0,unknown,0.5,unknown
a14741,0,unknown,0.5,unknown
a14743,0,unknown,0.5,unknown
a14753,0,unknown,0.5,unknown
a14755,0,unknown,0.5,unknown
a14757,0,unknown,0.5,unknown
a14759,0,unknown,0.5,unknown
a14774,0,unknown,0.5,unknown
a14778,0,unknown,0.5,unknown
a14780,0,unknown,0.5,unknown
a14790,0,unknown,0.5,unknown
a14795,0,unknown,0.5,unknown
a14800,0,unknown,0.5,unknown
a14811,0,unknown,0.5,unknown
a14818,0,unknown,0.5,unknown
a14819,0,unknown,0.5,unknown
a14828,0,unknown,0.5,unknown
a14830,0,unknown,0.5,unknown
a14848,0,unknown,0.5,unknown
a14852,0,unknown,0.5,unknown
a14867,0,unknown,0.5,unknown
a14868,0,unknown,0.5,unknown
a14870,0,unknown,0.5,unknown
a14872,0,unknown,0.5,unknown
a14876,0,unknown,0.5,unknown
a14877,0,unknown,0.5,unknown
a14890,0,unknown,0.5,unknown
a14894,0,unknown,0.5,unknown
a14895,0,unknown,0.5,unknown
a14902,0,unknown,0.5,unknown
a14912,0,unknown,0.5,unknown
a14915,0,unknown,0.5,unknown
a14916,0,unknown,0.5,unknown
a14918,0,unknown,0.5,unknown
a14919,0,unknown,0.5,unknown
a14930,0,unknown,0.5,unknown
a14931,0,unknown,0.5,unknown
a14945,0,unknown,0.5,unknown
a14950,0,unknown,0.5,unknown
a14954,0,unknown,0.5,unknown
a14964,0,unknown,0.5,unknown
a14965,0,unknown,0.5,unknown
a14967,0,unknown,0.5,unknown
a14969,0,unknown,0.5,unknown
a14976,0,unknown,0.5,unknown
a14983,0,unknown,0.5,unknown
a14989,0,unknown,0.5,unknown
a14990,0,unknown,0.5,unknown
a14998,0,unknown,0.5,unknown
a15001,0,unknown,0.5,unknown
a15011,0,unknown,0.5,unknown
a15012,0,unknown,0.5,unknown
a15021,0,unknown,0.5,unknown
a15023,0,unknown,0.5,unknown
a15028,0,unknown,0.5,unknown
a15030,0,unknown,0.5,unknown
a15036,0,unknown,0.5,unknown
a15041,0,unknown,0.5,unknown
a15044,0,unknown,0.5,unknown
a15050,0,unknown,0.5,unknown
a15054,0,unknown,0.5,unknown
a15058,0,unknown,0.5,unknown
a15062,0,unknown,0.5,unknown
a15071,0,unknown,0.5,unknown
a15072,0,unknown,0.5,unknown
a15074,0,unknown,0.5,unknown
a15079,0,unknown,0.5,unknown
a15094,0,unknown,0.5,unknown
a15099,0,unknown,0.5,unknown
a15101,0,unknown,0.5,unknown
a15102,0,unknown,0.5,unknown
a15111,0,unknown,0.5,unknown
a15114,0,unknown,0.5,unknown
a15118,0,unknown,0.5,unknown
a15124,0,unknown,0.5,unknown
a15130,0,unknown,0.5,unknown
a15134,0,unknown,0.5,unknown
a15136,0,unknown,0.5,unknown
a15144,0,unknown,0.5,unknown
a15147,0,unknown,0.5,unknown
a15153,0,unknown,0.5,unknown
a15157,0,unknown,0.5,unknown
a15163,0,unknown,0.5,unknown
a15175,0,unknown,0.5,unknown
a15177,0,unknown,0.5,unknown
a15179,0,unknown,0.5,unknown
a15182,0,unknown,0.5,unknown
a15199,0,unknown,0.5,unknown
a15204,0,unknown,0.5,unknown
a15205,0,unknown,0.5,unknown
a15218,0,unknown,0.5,unknown
a15228,0,unknown,0.5,unknown
a15242,0,unknown,0.5,unknown
a15246,0,unknown,0.5,unknown
a15247,0,unknown,0.5,unknown
a15257,0,unknown,0.5,unknown
a15269,0,unknown,0.5,unknown
a15273,0,unknown,0.5,unknown
a15281,0,unknown,0.5,unknown
a15284,0,unknown,0.5,unknown
a15285,0,unknown,0.5,unknown
a15288,0,unknown,0.5,unknown
a15300,0,unknown,0.5,unknown
a15315,0,unknown,0.5,unknown
a15317,0,unknown,0.5,unknown
a15333,0,unknown,0.5,unknown
a15334,0,unknown,0.5,unknown
a15335,0,unknown,0.5,unknown
a15336,0,unknown,0.5,unknown
a15341,0,unknown,0.5,unknown
a15345,0,unknown,0.5,unknown
a15346,0,unknown,0.5,unknown
a15348,0,unknown,0.5,unknown
a15349,0,unknown,0.5,unknown
a15359,0,unknown,0.5,unknown
a15367,0,unknown,0.5,unknown
a15369,0,unknown,0.5,unknown
a15373,0,unknown,0.5,unknown
a15374,0,unknown,0.5,unknown
a15381,0,unknown,0.5,unknown
a15382,0,unknown,0.5,unknown
a15383,0,unknown,0.5,unknown
a15394,0,unknown,0.5,unknown
a15400,0,unknown,0.5,unknown
a15404,0,unknown,0.5,unknown
a15405,0,unknown,0.5,unknown
a15408,0,unknown,0.5,unknown
a15416,0,unknown,0.5,unknown
a15417,0,unknown,0.5,unknown
a15420,0,unknown,0.5,unknown
a15421,0,unknown,0.5,unknown
a15427,0,unknown,0.5,unknown
a15440,0,unknown,0.5,unknown
a15445,0,unknown,0.5,unknown
a15450,0,unknown,0.5,unknown
a15455,0,unknown,0.5,unknown
a15456,0,unknown,0.5,unknown
a15467,0,unknown,0.5,unknown
a15468,0,unknown,0.5,unknown
a15471,0,unknown,0.5,unknown
a15479,0,unknown,0.5,unknown
a15481,0,unknown,0.5,unknown
a15490,0,unknown,0.5,unknown
a15508,0,unknown,0.5,unknown
a15510,0,unknown,0.5,unknown
a15516,0,unknown,0.5,unknown
a15527,0,unknown,0.5,unknown
a15530,0,unknown,0.5,unknown
a15548,0,unknown,0.5,unknown
a15553,0,unknown,0.5,unknown
a15557,0,unknown,0.5,unknown
a15560,0,unknown,0.5,unknown
a15565,0,unknown,0.5,unknown
a15566,0,unknown,0.5,unknown
a15567,0,unknown,0.5,unknown
a15572,0,unknown,0.5,unknown
a15573,0,unknown,0.5,unknown
a15583,0,unknown,0.5,unknown
a15604,0,unknown,0.5,unknown
a15606,0,unknown,0.5,unknown
a15608,0,unknown,0.5,unknown
a15611,0,unknown,0.5,unknown
a15619,0,unknown,0.5,unknown
a15622,0,unknown,0.5,unknown
a15624,0,unknown,0.5,unknown
a15627,0,unknown,0.5,unknown
a15638,0,unknown,0.5,unknown
a15639,0,unknown,0.5,unknown
a15647,0,unknown,0.5,unknown
a15650,0,unknown,0.5,unknown
a15652,0,unknown,0.5,unknown
a15660,0,unknown,0.5,unknown
a15662,0,unknown,0.5,unknown
a15665,0,unknown,0.5,unknown
a15675,0,unknown,0.5,unknown
a15678,0,unknown,0.5,unknown
a15680,0,unknown,0.5,unknown
a15682,0,unknown,0.5,unknown
a15686,0,unknown,0.5,unknown
a15688,0,unknown,0.5,unknown
a15693,0,unknown,0.5,unknown
a15695,0,unknown,0.5,unknown
a15709,0,unknown,0.5,unknown
a15713,0,unknown,0.5,unknown
a15721,0,unknown,0.5,unknown
a15723,0,unknown,0.5,unknown
a15724,0,unknown,0.5,unknown
a15727,0,unknown,0.5,unknown
a15729,0,unknown,0.5,unknown
a15731,0,unknown,0.5,unknown
a15732,0,unknown,0.5,unknown
a15741,0,unknown,0.5,unknown
a15742,0,unknown,0.5,unknown
a15745,0,unknown,0.5,unknown
a15753,0,unknown,0.5,unknown
a15759,0,unknown,0.5,unknown
a15763,0,unknown,0.5,unknown
a15771,0,unknown,0.5,unknown
a15774,0,unknown,0.5,unknown
a15776,0,unknown,0.5,unknown
a15777,0,unknown,0.5,unknown
a15778,0,unknown,0.5,unknown
a15783,0,unknown,0.5,unknown
a15791,0,unknown,0.5,unknown
a15804,0,unknown,0.5,unknown
a15806,0,unknown,0.5,unknown
a15813,0,unknown,0.5,unknown
a15814,0,unknown,0.5,unknown
a15817,0,unknown,0.5,unknown
a15824,0,unknown,0.5,unknown
a15829,0,unknown,0.5,unknown
a15834,0,unknown,0.5,unknown
a15835,0,unknown,0.5,unknown
a15847,0,unknown,0.5,unknown
a15849,0,unknown,0.5,unknown
a15857,0,unknown,0.5,unknown
a15867,0,unknown,0.5,unknown
a15873,0,unknown,0.5,unknown
a15877,0,unknown,0.5,unknown
a15883,0,unknown,0.5,unknown
a15891,0,unknown,0.5,unknown
a15897,0,unknown,0.5,unknown
a15902,0,unknown,0.5,unknown
a15907,0,unknown,0.5,unknown
a15913,0,unknown,0.5,unknown
a15923,0,unknown,0.5,unknown
a15928,0,unknown,0.5,unknown
a15929,0,unknown,0.5,unknown
a15937,0,unknown,0.5,unknown
a15940,0,unknown,0.5,unknown
a15945,0,unknown,0.5,unknown
a15947,0,unknown,0.5,unknown
a15952,0,unknown,0.5,unknown
a15959,0,unknown,0.5,unknown
a15960,0,unknown,0.5,unknown
a15976,0,unknown,0.5,unknown
a15989,0,unknown,0.5,unknown
a15993,0,unknown,0.5,unknown
a15999,0,unknown,0.5,unknown
a16004,0,unknown,0.5,unknown
a16009,0,unknown,0.5,unknown
a16013,0,unknown,0.5,unknown
a16021,0,unknown,0.5,unknown
a16022,0,unknown,0.5,unknown
a16024,0,unknown,0.5,unknown
a16026,0,unknown,0.5,unknown
a16027,0,unknown,0.5,unknown
a16033,0,unknown,0.5,unknown
a16049,0,unknown,0.5,unknown
a16051,0,unknown,0.5,unknown
a16054,0,unknown,0.5,unknown
