account,interaction_category
a03013,B_in
a22928,A_in_B_in_B_out
a30875,A_out_B_in_B_out
a21301,A_in_B_in_B_out
a11444,B_in_B_out
a29800,B_in_B_out
a15618,A_in_A_out_B_in_B_out
a06741,B_in
a08088,B_in_B_out
a16618,A_in_A_out_B_in_B_out
a06764,B_in_B_out
a20945,B_in_B_out
a23379,B_in_B_out
a00484,A_out_B_in_B_out
a27881,A_in_B_in_B_out
a26635,A_out_B_in_B_out
a04740,A_out_B_out
a05154,A_out_B_in_B_out
a26737,B_in_B_out
a27479,B_in_B_out
a18262,A_out_B_in_B_out
a00687,B_in_B_out
a19989,B_in_B_out
a22640,B_in_B_out
a18444,B_in_B_out
a24693,A_in_B_in_B_out
a04362,A_in_A_out_B_in_B_out
a02177,A_out_B_in_B_out
a14427,B_in_B_out
a29095,A_in_B_in_B_out
a25064,B_in
a28328,A_in_A_out_B_in_B_out
a30570,A_in_A_out_B_in_B_out
a10438,B_in_B_out
a23651,A_in_B_in_B_out
a28711,B_in_B_out
a05457,A_in_B_in_B_out
a29636,A_in_B_in_B_out
a11268,B_in
a03260,A_in_A_out_B_in_B_out
a05610,A_out_B_in_B_out
a17140,B_in_B_out
a10172,A_out_B_in_B_out
a00622,A_in_A_out_B_in_B_out
a14057,A_in_A_out_B_in_B_out
a19331,A_out_B_in_B_out
a22096,A_out_B_in_B_out
a03782,A_out_B_in_B_out
a23984,B_in_B_out
a26535,B_in_B_out
a07877,B_in_B_out
a23000,B_in_B_out
a07092,A_in_B_in_B_out
a19953,B_in_B_out
a14973,B_in_B_out
a29321,A_in_A_out_B_in_B_out
a27993,B_in_B_out
a09961,B_in_B_out
a16230,A_out_B_in_B_out
a14899,B_in_B_out
a02392,A_out_B_in_B_out
a24797,A_in_A_out_B_in_B_out
a24792,A_in_B_in
a14648,B_in_B_out
a22315,B_in_B_out
a16621,B_in_B_out
a06189,B_in_B_out
a18834,B_in_B_out
a01143,B_in_B_out
a16796,B_in_B_out
a12692,B_in_B_out
a24071,B_out
a07652,B_in_B_out
a13916,B_in_B_out
a28355,B_in_B_out
a31407,A_in_A_out_B_in_B_out
a30207,A_out_B_in_B_out
a04133,A_out_B_out
a13439,A_in_A_out_B_in_B_out
a27800,B_in_B_out
a05580,A_in_B_in_B_out
a08562,A_in_B_in_B_out
a08074,A_out_B_in_B_out
a18475,A_in_A_out_B_in_B_out
a03435,B_in_B_out
a06490,A_in_B_in_B_out
a27837,B_in_B_out
a26593,B_in_B_out
a08790,A_in_B_in_B_out
a05520,A_in_B_in_B_out
a21927,A_in_A_out_B_in_B_out
a15925,A_in_A_out_B_in_B_out
a04151,A_out_B_in_B_out
a05051,B_in_B_out
a04903,B_in_B_out
a16979,B_in_B_out
a24568,A_in_B_in_B_out
a18694,A_out_B_in_B_out
a21078,B_in_B_out
a31223,B_in_B_out
a07743,A_out_B_in_B_out
a24622,B_in_B_out
a05923,A_in_B_in_B_out
a23747,B_in_B_out
a13764,A_in_B_in_B_out
a07671,B_in_B_out
a05207,A_in_B_in_B_out
a26923,A_in_A_out_B_in_B_out
a14923,B_in_B_out
a17431,A_out_B_in_B_out
a04350,A_in_B_in_B_out
a18140,A_in_B_in
a10219,A_in_B_in_B_out
a29051,B_in_B_out
a26146,A_in_A_out_B_in_B_out
a12885,A_in_A_out_B_in_B_out
a16147,B_in_B_out
a08172,B_in_B_out
a16644,A_in_B_in_B_out
a30255,A_in_B_in_B_out
a24647,B_in_B_out
a26685,A_in_B_in_B_out
a15572,B_in_B_out
a00068,B_in_B_out
a05025,A_out_B_in_B_out
a06004,B_in_B_out
a17356,B_in_B_out
a15991,B_in_B_out
a30374,A_in_B_in_B_out
a06270,B_in_B_out
a07039,A_out_B_in_B_out
a04343,B_in_B_out
a04989,B_in_B_out
a24950,A_out_B_in_B_out
a10594,A_in_B_in_B_out
a30120,B_in_B_out
a22142,A_in_A_out_B_in_B_out
a29825,B_in
a15269,B_in_B_out
a11140,A_in_B_in_B_out
a20500,B_in_B_out
a10573,A_in_B_in_B_out
a24345,B_in
a26073,B_in
a18001,B_in_B_out
a16177,B_in
a08731,A_in_B_in
a24313,A_out_B_in_B_out
a23331,A_in_B_in_B_out
a09081,A_in_B_in_B_out
a14768,B_in_B_out
a16043,A_in_A_out_B_in_B_out
a00494,A_in_B_in_B_out
a30419,A_out_B_in_B_out
a12795,B_in_B_out
a23633,B_in_B_out
a29584,B_in_B_out
a05972,A_in_A_out_B_in_B_out
a00160,A_in_B_out
a00167,B_in_B_out
a02895,A_in_B_in_B_out
a09934,B_in_B_out
a16676,B_in_B_out
a21424,B_in_B_out
a17973,A_out_B_in_B_out
a31400,A_out_B_in_B_out
a01490,A_out_B_in_B_out
a28747,A_in_A_out_B_in_B_out
a27371,B_in_B_out
a10633,A_in_B_in_B_out
a08513,B_in_B_out
a25326,B_in_B_out
a15545,A_in_B_in_B_out
a17403,A_out_B_in_B_out
a17443,A_in_B_in_B_out
a29643,B_in_B_out
a04852,B_in_B_out
a25653,B_in_B_out
a11307,B_in_B_out
a05055,A_in_B_in_B_out
a30567,B_in_B_out
a17481,B_out
a00110,A_in_B_in_B_out
a15311,A_out_B_in_B_out
a13751,A_in_A_out_B_in_B_out
a14338,B_in_B_out
a13253,B_in_B_out
a25936,A_in_A_out_B_in_B_out
a03242,B_in_B_out
a27303,B_in_B_out
a21488,A_in_A_out_B_in_B_out
a30065,A_in_B_in_B_out
a09780,A_in_B_in_B_out
a14476,B_in_B_out
a25828,A_in_B_in_B_out
a06409,B_out
a19012,B_in_B_out
a16016,B_in_B_out
a18840,A_out_B_in_B_out
a03421,B_in_B_out
a28140,A_in_A_out_B_in_B_out
a12949,A_out_B_in_B_out
a16446,A_in_B_in_B_out
a11751,B_in_B_out
a10581,A_in_B_in_B_out
a16275,B_in_B_out
a02253,B_in_B_out
a11373,B_in_B_out
a23029,B_in_B_out
a13314,B_out
a17514,B_in
a25643,A_in_A_out_B_in_B_out
a02715,A_out_B_in_B_out
a19169,A_out_B_in_B_out
a29008,A_in_A_out_B_in_B_out
a01628,B_in_B_out
a03930,A_in_A_out_B_in_B_out
a12035,B_in_B_out
a22004,A_out_B_in_B_out
a07677,A_in_A_out_B_in_B_out
a12485,A_in_A_out_B_in_B_out
a06431,A_in_A_out_B_in_B_out
a01686,B_in_B_out
a20809,B_in_B_out
a05659,A_out_B_in_B_out
a10808,A_in_B_in_B_out
a27159,A_in_B_in_B_out
a12873,B_in_B_out
a05112,A_in_A_out_B_in_B_out
a26497,A_in_B_in_B_out
a30969,A_in_A_out_B_in_B_out
a17495,B_in_B_out
a10208,B_in_B_out
a03266,A_in_B_in_B_out
a31344,B_in_B_out
a27999,A_in_B_in_B_out
a26057,A_in_B_in_B_out
a15849,A_in_B_in
a13726,A_in_B_in_B_out
a18618,A_in_A_out_B_in_B_out
a18053,A_in_B_in_B_out
a12460,B_in_B_out
a11103,B_in_B_out
a22412,B_in_B_out
a10120,A_in_B_in_B_out
a08514,A_in_B_in_B_out
a26195,A_in_B_in_B_out
a18906,B_in_B_out
a22420,B_in_B_out
a24253,A_in_A_out_B_in_B_out
a27257,A_in_B_in_B_out
a10933,A_out_B_in_B_out
a27044,B_in_B_out
a10672,A_in_B_in_B_out
a14298,B_in_B_out
a05079,A_in_A_out_B_in_B_out
a29943,B_in
a09695,A_out_B_in_B_out
a17243,B_in_B_out
a10069,B_in
a18051,B_in_B_out
a20414,A_out_B_in_B_out
a30674,A_in_A_out_B_in_B_out
a08303,B_in_B_out
a29782,B_in_B_out
a03558,A_out_B_in_B_out
a13717,B_in_B_out
a26320,B_in_B_out
a00295,A_out_B_in_B_out
a27477,A_in_B_in_B_out
a03904,B_in
a10985,A_in_B_in_B_out
a16468,A_out_B_in_B_out
a29347,A_in_B_in_B_out
a05953,B_in_B_out
a31456,A_in_A_out_B_in_B_out
a02964,A_in_B_in_B_out
a25313,B_in_B_out
a25397,A_out_B_in_B_out
a14224,A_out_B_in_B_out
a15209,A_in_B_in_B_out
a19074,A_in_B_in_B_out
a12724,A_in_A_out_B_in_B_out
a10186,A_out_B_in_B_out
a25781,B_in_B_out
a20599,B_in_B_out
a07983,A_out_B_in_B_out
a19962,A_in_B_in_B_out
a02572,B_in_B_out
a03255,A_in_B_in_B_out
a25182,A_in_A_out_B_in_B_out
a04245,B_in_B_out
a09873,A_in_A_out_B_in_B_out
a26009,B_in_B_out
a02991,A_in_B_in_B_out
a06083,B_in
a09919,A_in_B_in
a00618,B_in_B_out
a08269,B_in_B_out
a07738,B_in_B_out
a24537,A_in_A_out_B_in_B_out
a27621,B_in_B_out
a12040,B_in_B_out
a07669,B_in_B_out
a03555,A_in_A_out_B_in_B_out
a20706,A_in_B_in_B_out
a00252,B_in_B_out
a24986,A_in_A_out_B_in_B_out
a28839,A_out_B_in_B_out
a09922,A_out_B_in_B_out
a16958,B_in_B_out
a28951,B_in_B_out
a07606,A_out_B_in_B_out
a23441,A_out_B_in_B_out
a05690,B_in_B_out
a20448,B_in_B_out
a19135,B_in_B_out
a17388,B_in_B_out
a26354,A_out_B_in_B_out
a23929,B_out
a07381,A_in_A_out_B_in_B_out
a20925,B_in_B_out
a29462,A_out_B_in_B_out
a10669,A_out_B_in_B_out
a08997,B_in_B_out
a30472,B_in_B_out
a20105,B_out
a08643,A_in_B_in_B_out
a29966,A_in_B_in_B_out
a21243,A_in_B_in_B_out
a25897,B_in_B_out
a23423,B_in_B_out
a08026,A_out_B_in_B_out
a12532,B_in_B_out
a18350,B_in_B_out
a18170,A_in_B_in
a12435,A_in_B_in_B_out
a13711,A_out_B_in_B_out
a25136,A_in_B_in_B_out
a13294,A_in_B_in_B_out
a25548,B_in_B_out
a25768,B_in_B_out
a26414,B_in_B_out
a08130,A_out_B_in_B_out
a16727,B_in_B_out
a24976,B_in_B_out
a29079,A_in_B_in_B_out
a08240,B_in_B_out
a15157,A_in_B_in_B_out
a23848,A_out_B_in_B_out
a24547,B_in
a16601,A_in_B_in_B_out
a07528,B_in_B_out
a30545,B_in_B_out
a09634,A_out_B_in_B_out
a04888,A_out_B_in_B_out
a18311,A_in_A_out_B_in_B_out
a15943,B_in_B_out
a09752,B_in_B_out
a10288,A_in_B_in_B_out
a05636,B_in_B_out
a17537,B_in_B_out
a22491,B_in_B_out
a03068,B_in_B_out
a08725,A_in_A_out_B_in_B_out
a18864,B_in_B_out
a18905,A_out_B_in_B_out
a06978,A_in_B_in_B_out
a08582,B_in
a18406,A_in_B_in_B_out
a12225,B_in
a14399,B_in_B_out
a30839,B_in_B_out
a14251,A_in_B_in_B_out
a13377,A_in_B_in_B_out
a12291,B_in_B_out
a09309,A_in_B_in_B_out
a05569,B_in
a15270,B_in_B_out
a17532,B_in_B_out
a10857,A_in_B_in_B_out
a15619,B_in_B_out
a14852,B_in_B_out
a01788,B_in_B_out
a17259,A_in_A_out_B_in_B_out
a08910,B_in_B_out
a19902,B_in_B_out
a09546,A_in_B_in
a00161,A_in_B_in
a20340,A_in_A_out_B_in_B_out
a23062,A_in_B_in
a01766,A_in_B_in_B_out
a07958,A_in_A_out_B_in_B_out
a10978,A_in_B_in_B_out
a13566,B_in
a12233,A_in_B_in_B_out
a17355,A_out_B_in_B_out
a25976,A_out_B_in_B_out
a07520,A_in_A_out_B_in_B_out
a17967,A_in_B_in
a00113,B_in_B_out
a28554,A_in_B_in_B_out
a28260,A_in_B_in_B_out
a21924,B_in_B_out
a21606,A_in_B_in_B_out
a29725,B_in_B_out
a20232,B_in_B_out
a27597,A_in_A_out_B_in_B_out
a23237,B_in_B_out
a20440,B_out
a10601,B_in_B_out
a26347,A_in_A_out_B_in_B_out
a21900,B_in_B_out
a04198,B_in_B_out
a16974,B_in_B_out
a28529,B_in_B_out
a29127,B_out
a08299,A_in_A_out_B_in_B_out
a01247,A_in_B_in_B_out
a05437,A_in_B_in_B_out
a02497,A_in_B_in_B_out
a14912,B_in_B_out
a25403,A_in_B_in_B_out
a30653,A_out_B_in_B_out
a13485,B_in
a22252,B_in_B_out
a08567,B_in_B_out
a25631,B_in_B_out
a13959,A_in_A_out_B_in_B_out
a07101,B_in_B_out
a13026,A_in_B_in_B_out
a21130,A_in_B_in_B_out
a07251,B_in_B_out
a04092,A_in_B_in_B_out
a12198,B_in_B_out
a18993,A_in_A_out_B_in_B_out
a00562,A_in_B_in_B_out
a09663,A_in_B_in_B_out
a17993,B_in_B_out
a18274,A_out_B_in_B_out
a04046,B_in_B_out
a09002,A_in_B_in_B_out
a22789,B_in_B_out
a11644,B_in_B_out
a20335,A_in_A_out_B_in_B_out
a31146,A_in_B_in_B_out
a05995,B_in_B_out
a02780,B_in_B_out
a18345,A_in_A_out_B_in_B_out
a04409,A_in_B_in_B_out
a05533,A_in_B_in_B_out
a19687,B_in_B_out
a07324,A_in_B_in_B_out
a04070,A_out_B_in_B_out
a25225,A_in_B_in_B_out
a03659,B_in_B_out
a22539,B_in_B_out
a27211,A_in_A_out_B_in_B_out
a15255,A_in_A_out_B_in_B_out
a14157,B_in_B_out
a16214,B_out
a05897,A_in_B_in_B_out
a15806,A_in_B_in
a09370,A_in_B_in_B_out
a10233,A_in_A_out_B_in_B_out
a30228,B_in_B_out
a06429,B_in_B_out
a17452,B_in_B_out
a29423,B_in_B_out
a24068,A_in_A_out_B_in_B_out
a27823,A_in_B_in_B_out
a04568,B_in_B_out
a22525,A_in_B_in_B_out
a09794,B_in
a28391,A_in_B_in_B_out
a20645,B_in_B_out
a18631,B_in_B_out
a12217,B_in_B_out
a15584,B_in_B_out
a20210,A_in_A_out_B_in_B_out
a12917,A_in_A_out_B_in_B_out
a07990,A_in_B_in_B_out
a09534,A_in_A_out_B_in_B_out
a31142,A_in_A_out_B_in_B_out
a31467,B_in_B_out
a09525,B_in_B_out
a26586,A_out_B_in_B_out
a21690,A_in_B_in_B_out
a00873,A_out_B_in_B_out
a23126,A_out_B_in_B_out
a11506,B_in_B_out
a20131,B_in_B_out
a22790,B_in
a06910,A_out_B_in_B_out
a07409,A_in_A_out_B_in_B_out
a09116,A_in_B_in_B_out
a00147,B_in_B_out
a23753,B_out
a28458,A_in_B_in_B_out
a19290,A_in_A_out_B_in_B_out
a03453,B_in_B_out
a22884,B_in_B_out
a22939,A_in_B_in_B_out
a03736,B_in_B_out
a18623,B_in
a08922,B_in_B_out
a13042,A_in_A_out_B_in_B_out
a18212,B_in
a18784,A_out_B_in_B_out
a03737,A_in_B_in_B_out
a04326,A_in_B_in_B_out
a16054,A_in_B_in_B_out
a21498,B_in_B_out
a13699,A_in_B_in_B_out
a19862,B_in_B_out
a24298,B_in_B_out
a12272,B_out
a09019,A_out_B_in_B_out
a24571,B_in_B_out
a27619,B_in_B_out
a23240,B_in_B_out
a27791,B_in_B_out
a22090,A_out_B_in_B_out
a24654,B_in
a17882,A_in_B_in_B_out
a30432,A_out_B_in_B_out
a15719,A_in_A_out_B_out
a15891,B_in_B_out
a03796,A_out_B_in_B_out
a07733,B_in_B_out
a24635,A_in_B_in_B_out
a18474,B_in_B_out
a10497,A_out_B_in_B_out
a13516,A_out_B_in_B_out
a23513,A_in_A_out_B_in_B_out
a01855,B_in_B_out
a17402,A_in_B_in_B_out
a15946,A_in_B_in_B_out
a07803,A_in_B_in_B_out
a03621,B_in_B_out
a30538,A_in_B_in_B_out
a08732,B_in_B_out
a26889,A_in_A_out_B_in_B_out
a18241,A_in_B_in_B_out
a10783,A_out_B_out
a13452,A_out_B_in_B_out
a24892,A_in_A_out_B_in_B_out
a19247,A_in_A_out_B_in
a18756,B_in_B_out
a24984,B_in_B_out
a08163,A_in_B_in
a17697,B_in_B_out
a04668,B_in_B_out
a29994,A_in_A_out_B_in_B_out
a16490,A_in_B_in_B_out
a14245,B_in_B_out
a22324,A_in_B_in_B_out
a24681,B_in_B_out
a10588,B_in_B_out
a20469,A_in_B_in_B_out
a08853,B_in_B_out
a11844,A_in_A_out_B_in_B_out
a07206,B_in
a03580,A_out_B_in_B_out
a15076,A_in_B_in_B_out
a20438,B_in_B_out
a17353,B_in_B_out
a04233,B_out
a04868,B_in_B_out
a23947,A_out_B_in_B_out
a04932,B_in_B_out
a05945,B_in_B_out
a20170,A_in_B_in_B_out
a03328,A_in_A_out_B_in_B_out
a15277,B_in_B_out
a29900,B_in_B_out
a12425,A_in_B_in_B_out
a20242,B_in_B_out
a11897,A_out_B_in_B_out
a13713,A_in_A_out_B_in_B_out
a03363,A_out_B_in_B_out
a02297,A_in_B_in_B_out
a14944,A_out_B_in_B_out
a03100,A_in_A_out_B_in_B_out
a03015,B_in_B_out
a01567,B_in_B_out
a20742,A_in_B_in_B_out
a21126,A_in_B_in_B_out
a21529,B_in_B_out
a06878,A_in_A_out_B_in_B_out
a02870,A_out_B_in_B_out
a03549,A_in_A_out_B_in_B_out
a13373,A_in_B_in_B_out
a09122,B_in
a28374,B_in_B_out
a07338,B_in_B_out
a06468,A_out_B_in_B_out
a18190,A_in_A_out_B_in_B_out
a19383,B_in_B_out
a10843,A_in_B_in_B_out
a08911,A_in_B_in_B_out
a15221,B_in_B_out
a08469,A_in_B_in_B_out
a00967,B_in_B_out
a20348,A_out_B_in_B_out
a14012,A_in_B_in_B_out
a29896,A_in_B_in_B_out
a28399,A_in_A_out_B_in_B_out
a02322,A_in_B_in_B_out
a09561,A_in_B_in
a19322,B_in_B_out
a28694,B_in_B_out
a30033,B_in_B_out
a28276,A_out_B_in_B_out
a10099,B_in_B_out
a00337,B_in
a08298,B_in_B_out
a07280,B_in_B_out
a11162,B_in_B_out
a07335,B_in
a29338,A_in_B_in_B_out
a26173,A_in_A_out_B_in_B_out
a21489,B_in_B_out
a01103,B_in_B_out
a23939,B_in_B_out
a18890,B_in
a06086,A_in_B_in_B_out
a04171,A_in_A_out_B_in_B_out
a09893,A_in_B_in_B_out
a16369,A_in_A_out_B_in_B_out
a11806,A_in_A_out_B_in_B_out
a02980,A_in_B_in_B_out
a20731,A_out_B_in_B_out
a22203,A_in_B_in_B_out
a08935,A_in_A_out_B_in_B_out
a16194,B_in_B_out
a02157,B_out
a13052,A_in_B_in_B_out
a13883,A_in_B_in_B_out
a22969,B_in
a29296,B_in_B_out
a31184,B_in
a29624,B_in_B_out
a17428,B_in_B_out
a06034,A_in_B_in_B_out
a24440,B_in_B_out
a00715,A_in_A_out_B_in_B_out
a05510,A_in_B_in_B_out
a21045,A_in_A_out_B_in_B_out
a25996,A_in_B_in_B_out
a10061,B_in_B_out
a21834,A_in_A_out_B_in_B_out
a19214,B_in_B_out
a04153,A_in_B_in_B_out
a20412,A_in_B_in_B_out
a12720,B_in_B_out
a09474,A_in_B_in_B_out
a30427,B_in_B_out
a23574,B_in_B_out
a10205,B_in_B_out
a14572,A_in_B_in_B_out
a12224,A_in_B_in_B_out
a06509,A_in_B_in_B_out
a01529,A_in_B_in_B_out
a05641,A_out_B_in_B_out
a19178,B_in
a17829,B_in_B_out
a09560,A_in_B_in_B_out
a23137,A_in_A_out_B_in_B_out
a12109,A_in_B_in_B_out
a16695,A_in_B_in_B_out
a26536,A_in_B_in_B_out
a04025,B_in_B_out
a16629,B_out
a23426,A_out_B_in_B_out
a09066,A_in_A_out_B_in_B_out
a18244,A_in_B_in_B_out
a20680,B_in_B_out
a16325,B_out
a28352,A_in_B_in
a05855,B_in_B_out
a11894,A_in_B_in_B_out
a01443,B_in_B_out
a02750,A_in_B_in_B_out
a28428,B_in
a20953,A_in_B_in_B_out
a07572,B_in_B_out
a08251,B_in_B_out
a05630,B_in_B_out
a26249,B_in_B_out
a15841,B_in_B_out
a12509,B_in_B_out
a29186,B_in_B_out
a15505,A_in_A_out_B_in_B_out
a08387,A_in_A_out_B_in_B_out
a26895,A_in_B_in_B_out
a22071,A_out_B_in_B_out
a04398,A_in_A_out_B_in_B_out
a20688,B_in_B_out
a07977,A_out_B_in_B_out
a02935,A_in_B_in_B_out
a16199,B_in_B_out
a23208,A_in_B_in_B_out
a24153,B_in_B_out
a02637,A_out_B_in_B_out
a01299,B_in_B_out
a20297,A_in_A_out_B_in_B_out
a29366,A_in_B_in_B_out
a26569,A_in_A_out_B_in_B_out
a02850,B_in_B_out
a18462,B_in_B_out
a08613,A_in_B_in_B_out
a08291,A_in_A_out_B_in_B_out
a06122,B_in_B_out
a24677,B_out
a11753,A_in_A_out_B_in_B_out
a06475,A_in_A_out_B_in_B_out
a07196,B_in_B_out
a07110,A_out_B_in_B_out
a16144,A_in_B_in_B_out
a00700,A_out_B_in_B_out
a07766,A_in_B_in_B_out
a14858,A_in_B_in_B_out
a01265,A_in_B_in_B_out
a28630,B_in_B_out
a18582,A_in_A_out_B_in_B_out
a17244,B_in_B_out
a08750,B_in_B_out
a27349,A_in_B_in_B_out
a27766,A_in_A_out_B_in_B_out
a02885,A_out_B_in_B_out
a02321,A_in_A_out_B_in_B_out
a23593,A_in_B_in_B_out
a02541,A_out_B_in_B_out
a21018,A_in_B_in_B_out
a12438,A_in_B_in_B_out
a25753,B_in_B_out
a28016,B_in_B_out
a09541,B_in_B_out
a27590,B_in_B_out
a09107,B_in_B_out
a29223,A_in_A_out_B_in_B_out
a23756,B_in_B_out
a08491,B_in_B_out
a10822,A_out_B_in_B_out
a21782,B_in
a05003,A_in_A_out_B_in_B_out
a20298,A_in_B_in_B_out
a20699,B_out
a03373,B_in_B_out
a03369,B_in_B_out
a28216,B_in_B_out
a29545,B_in_B_out
a14723,A_in_B_in_B_out
a16506,A_in_B_in_B_out
a19463,A_out_B_in_B_out
a01120,A_in_B_in_B_out
a07452,B_in
a00305,A_in_A_out_B_in_B_out
a22124,A_in_A_out_B_in_B_out
a14953,B_in
a04376,B_in_B_out
a24262,B_in_B_out
a03279,A_out_B_in_B_out
a19155,A_out_B_in_B_out
a12023,A_in_B_in_B_out
a19701,A_in_B_in_B_out
a10284,B_in_B_out
a05399,B_in_B_out
a19694,B_in_B_out
a22125,B_in_B_out
a15174,B_in_B_out
a10890,B_in_B_out
a17387,A_in_A_out_B_in_B_out
a30484,A_in_A_out_B_in_B_out
a07542,B_in_B_out
a29686,A_out_B_in_B_out
a14021,B_in_B_out
a25352,B_in
a12896,A_in_B_in_B_out
a04465,A_out_B_in_B_out
a26638,B_in_B_out
a15503,B_in_B_out
a07713,A_in_B_in_B_out
a10407,B_in_B_out
a03618,A_out_B_in_B_out
a12470,A_in_B_in_B_out
a26013,A_in_B_in_B_out
a02086,A_out_B_in_B_out
a19349,A_in_A_out_B_in_B_out
a29914,A_in_B_in_B_out
a11540,A_in_A_out_B_in_B_out
a08475,A_in_A_out_B_in_B_out
a29534,B_in_B_out
a16143,A_in_B_in_B_out
a13082,B_in_B_out
a25658,A_in_B_in_B_out
a30771,B_in_B_out
a02721,B_in_B_out
a18120,A_in_B_in_B_out
a23209,A_in_A_out_B_in_B_out
a28418,A_in_A_out_B_in_B_out
a19464,A_in_A_out_B_in_B_out
a30105,A_out_B_in_B_out
a13432,B_out
a10716,A_out_B_in_B_out
a08329,A_out_B_in_B_out
a08470,A_in_A_out_B_in_B_out
a05121,B_in_B_out
a14325,B_in_B_out
a28988,A_in_A_out_B_in_B_out
a23219,A_in_B_in_B_out
a09228,A_in_A_out_B_in_B_out
a03355,A_in_B_in_B_out
a21556,B_in_B_out
a28855,B_in_B_out
a13122,A_in_A_out_B_in_B_out
a18897,B_in_B_out
a01684,A_out_B_out
a31140,A_in_A_out_B_in_B_out
a26668,A_in_A_out_B_in_B_out
a07694,A_in_B_in_B_out
a11375,A_in_B_in_B_out
a18187,A_out_B_in_B_out
a01354,A_in_B_in_B_out
a16348,A_in_B_in_B_out
a23111,B_in_B_out
a18590,A_in_B_in_B_out
a22496,A_in_B_in_B_out
a11106,B_in_B_out
a01884,A_in_B_in_B_out
a01876,A_in_B_in_B_out
a02976,A_in_B_in_B_out
a14283,A_out_B_in_B_out
a05504,A_out_B_in_B_out
a21554,B_in
a19852,B_in_B_out
a04879,A_out_B_in_B_out
a14739,A_in_A_out_B_in_B_out
a00464,A_in_B_in_B_out
a23784,B_in_B_out
a03781,A_in_B_in_B_out
a10192,A_in_B_in_B_out
a29168,A_in_B_in_B_out
a28632,A_out_B_in_B_out
a21333,B_in_B_out
a04302,B_in_B_out
a04029,B_in_B_out
a29671,A_in_B_in_B_out
a04832,B_in_B_out
a00392,B_in_B_out
a21671,A_in_A_out_B_in_B_out
a14759,B_in_B_out
a28561,A_in_B_in
a00399,B_in_B_out
a16276,A_in_A_out_B_in_B_out
a15670,A_in_A_out_B_in_B_out
a05764,A_out_B_in_B_out
a18569,B_in_B_out
a29710,A_out_B_in_B_out
a08400,B_in_B_out
a13011,B_in_B_out
a00060,A_in_B_in_B_out
a18702,A_out_B_in_B_out
a08836,A_in_B_in_B_out
a20759,B_in_B_out
a07644,B_in_B_out
a25626,B_in_B_out
a22344,B_in_B_out
a03094,B_in
a28881,A_in_B_in_B_out
a27768,A_in_B_in_B_out
a26169,A_in_B_in_B_out
a20175,B_in_B_out
a29528,A_in_A_out_B_in_B_out
a29069,B_in_B_out
a22030,B_in_B_out
a21032,B_in_B_out
a13092,A_in_A_out_B_in_B_out
a04558,B_in_B_out
a21644,A_in_B_in_B_out
a05894,A_out_B_in_B_out
a15953,A_in_A_out_B_in_B_out
a09661,B_in_B_out
a02140,A_in_B_in_B_out
a29674,B_in_B_out
a31214,B_in_B_out
a21656,B_in_B_out
a09488,B_in_B_out
a23664,A_in_B_in_B_out
a22411,B_in_B_out
a00684,A_in_A_out_B_in_B_out
a24463,B_in_B_out
a00027,B_in
a14525,A_out_B_in_B_out
a25845,A_in_A_out_B_in_B_out
a25858,A_in_B_in_B_out
a16694,B_in_B_out
a23829,A_out_B_in_B_out
a01505,A_out_B_in_B_out
a29589,A_in_B_in_B_out
a25586,B_in_B_out
a22155,A_in_A_out_B_in_B_out
a06701,B_in_B_out
a05497,B_in_B_out
a06596,B_in_B_out
a16341,A_in_A_out_B_in_B_out
a12617,A_out_B_in_B_out
a00310,B_in_B_out
a14141,B_in_B_out
a26130,B_in_B_out
a26126,A_in_A_out_B_in_B_out
a11972,A_out_B_in_B_out
a23236,A_in_B_in_B_out
a02115,A_in_A_out_B_in_B_out
a28770,B_in_B_out
a26726,B_in_B_out
a20861,A_in_B_in_B_out
a13150,A_in_B_in_B_out
a13315,B_in_B_out
a01694,A_in_A_out_B_in_B_out
a18020,A_out_B_in_B_out
a22043,B_in
a30199,B_in_B_out
a10630,B_in_B_out
a14411,A_out_B_in_B_out
a28186,A_out_B_in_B_out
a20093,B_in_B_out
a13706,A_in_A_out_B_in_B_out
a07087,A_in_A_out_B_in_B_out
a31343,A_in_A_out_B_in_B_out
a12088,A_out_B_in_B_out
a21620,B_in_B_out
a25665,A_in_B_in_B_out
a03731,B_in_B_out
a10287,A_in_A_out_B_in_B_out
a17160,A_in_B_in_B_out
a09147,B_in_B_out
a04058,B_in_B_out
a23644,A_in_A_out_B_in_B_out
a01272,B_in_B_out
a27224,A_in_A_out_B_in_B_out
a25572,A_in_A_out_B_in_B_out
a31196,B_in_B_out
a15301,B_in_B_out
a13229,A_in_B_in_B_out
a19276,B_in_B_out
a13897,B_in_B_out
a08824,A_in_A_out_B_in_B_out
a26456,A_out_B_in_B_out
a02764,A_out_B_in_B_out
a00710,B_in_B_out
a22448,A_out_B_in_B_out
a12175,A_in_A_out_B_in_B_out
a30341,A_in_A_out_B_in_B_out
a01993,A_in_B_in_B_out
a12252,B_in_B_out
a14535,B_in_B_out
a25232,A_in_B_in_B_out
a13994,B_in_B_out
a10148,A_in_A_out_B_in_B_out
a14710,A_in_B_in_B_out
a21752,A_in_A_out_B_in_B_out
a08683,A_in_A_out_B_in_B_out
a31159,A_out_B_in_B_out
a10338,A_out_B_in_B_out
a13676,A_out_B_in_B_out
