account,behavior_category
a31198,inactive
a07560,inactive
a30401,inactive
a05955,low_activity
a01682,low_activity
a31442,medium_activity_unidirectional
a15420,low_activity
a14903,low_activity
a15415,low_activity
a00268,inactive
a08891,inactive
a17718,low_activity
a22151,inactive
a15511,low_activity
a30940,medium_activity_unidirectional
a04412,low_activity
a11113,medium_activity_unidirectional
a03326,low_activity
a17577,low_activity
a03947,inactive
a29213,inactive
a00083,low_activity
a17314,inactive
a18666,low_activity
a13348,inactive
a03124,medium_activity_unidirectional
a11213,inactive
a01450,medium_activity_unidirectional
a11563,inactive
a19673,inactive
a24391,inactive
a09798,inactive
a30077,inactive
a17806,low_activity
a11105,inactive
a29254,inactive
a21795,medium_activity_bidirectional
a24505,low_activity
a24906,inactive
a07534,medium_activity_unidirectional
a03769,low_activity
a16514,low_activity
a03126,medium_activity_unidirectional
a19250,low_activity
a17224,inactive
a08091,medium_activity_bidirectional
a06165,medium_activity_unidirectional
a20015,low_activity
a03070,medium_activity_bidirectional
a14780,inactive
a05821,inactive
a20709,inactive
a02125,inactive
a00686,low_activity
a04957,inactive
a30239,inactive
a15616,inactive
a03522,low_activity
a10197,low_activity
a27374,inactive
a30317,low_activity
a14670,inactive
a27126,low_activity
a19138,medium_activity_unidirectional
a02420,low_activity
a07922,low_activity
a29403,inactive
a11163,inactive
a04378,medium_activity_unidirectional
a26024,inactive
a07501,medium_activity_bidirectional
a28950,low_activity
a23114,inactive
a19343,low_activity
a10067,medium_activity_bidirectional
a19292,inactive
a04846,medium_activity_unidirectional
a24741,low_activity
a01607,inactive
a29682,low_activity
a12115,inactive
a29503,low_activity
a17818,inactive
a02506,low_activity
a19467,inactive
a27855,medium_activity_unidirectional
a30198,inactive
a11471,inactive
a21173,low_activity
a06934,low_activity
a01376,low_activity
a02405,inactive
a26345,inactive
a07201,inactive
a23839,inactive
a05316,inactive
a02203,medium_activity_unidirectional
a22086,medium_activity_bidirectional
a15330,inactive
a00809,inactive
a11777,low_activity
a06279,medium_activity_unidirectional
a11953,medium_activity_unidirectional
a22429,inactive
a11135,medium_activity_unidirectional
a20700,medium_activity_unidirectional
a19055,inactive
a28386,low_activity
a06101,inactive
a25236,inactive
a19741,low_activity
a13969,inactive
a13323,medium_activity_bidirectional
a15531,inactive
a24321,inactive
a29748,medium_activity_bidirectional
a00921,inactive
a31319,inactive
a12372,inactive
a04886,low_activity
a16929,inactive
a14585,medium_activity_unidirectional
a26190,inactive
a30657,low_activity
a08209,inactive
a18607,inactive
a02386,inactive
a04583,inactive
a16763,inactive
a09807,inactive
a05099,inactive
a08115,low_activity
a27054,inactive
a19370,inactive
a04385,low_activity
a04952,inactive
a28071,inactive
a28522,low_activity
a05675,inactive
a11706,inactive
a03544,low_activity
a29280,inactive
a10704,inactive
a10641,medium_activity_unidirectional
a15978,low_activity
a24732,low_activity
a30894,inactive
a22241,inactive
a09923,medium_activity_unidirectional
a06711,medium_activity_bidirectional
a02278,low_activity
a11914,low_activity
a23345,medium_activity_unidirectional
a29619,inactive
a23422,inactive
a04777,medium_activity_bidirectional
a28237,inactive
a02300,inactive
a28861,low_activity
a30830,inactive
a01702,medium_activity_unidirectional
a22730,inactive
a19291,inactive
a12264,inactive
a10889,inactive
a12376,medium_activity_bidirectional
a00266,inactive
a25817,inactive
a29359,inactive
a23877,low_activity
a03661,low_activity
a06042,inactive
a01268,medium_activity_unidirectional
a12760,inactive
a16504,low_activity
a19735,low_activity
a05531,medium_activity_bidirectional
a02250,low_activity
a03099,medium_activity_bidirectional
a10473,inactive
a25242,medium_activity_unidirectional
a05065,low_activity
a29219,inactive
a23044,low_activity
a22573,inactive
a30581,low_activity
a03524,inactive
a13376,inactive
a03146,low_activity
a17672,inactive
a09419,low_activity
a19217,inactive
a16319,low_activity
a03464,inactive
a20219,inactive
a13355,inactive
a24109,inactive
a28145,medium_activity_unidirectional
a04785,inactive
a26355,medium_activity_bidirectional
a29274,medium_activity_bidirectional
a30559,low_activity
a13669,low_activity
a19597,medium_activity_unidirectional
a13921,inactive
a16120,inactive
a18809,low_activity
a11782,low_activity
a05567,inactive
a16227,inactive
a23581,medium_activity_bidirectional
a30153,medium_activity_unidirectional
a07038,low_activity
a12271,low_activity
a26337,low_activity
a00363,inactive
a03764,inactive
a27807,medium_activity_unidirectional
a07748,low_activity
a07448,inactive
a27678,medium_activity_bidirectional
a20229,inactive
a30392,low_activity
a16524,medium_activity_unidirectional
a11311,inactive
a00844,inactive
a04073,medium_activity_unidirectional
a07956,low_activity
a04869,inactive
a18543,inactive
a28725,low_activity
a04882,inactive
a20176,inactive
a28804,inactive
a26153,inactive
a28098,inactive
a05687,medium_activity_unidirectional
a04335,low_activity
a26990,low_activity
a15940,medium_activity_bidirectional
a10008,inactive
a06346,low_activity
a08252,low_activity
a11107,inactive
a12624,medium_activity_unidirectional
a28067,low_activity
a08693,inactive
a22885,low_activity
a17189,inactive
a19367,inactive
a11154,inactive
a05270,inactive
a10773,inactive
a18186,inactive
a08587,inactive
a28586,low_activity
a07622,inactive
a26311,low_activity
a13406,low_activity
a04505,inactive
a13262,inactive
a06592,inactive
a28687,inactive
a28099,low_activity
a30611,inactive
a05768,inactive
a18185,inactive
a21624,low_activity
a30375,low_activity
a01078,low_activity
a05315,low_activity
a22798,inactive
a00924,low_activity
a09306,medium_activity_bidirectional
a11167,low_activity
a18331,low_activity
a00889,inactive
a28367,inactive
a28264,inactive
a23565,low_activity
a20281,low_activity
a25854,inactive
a08710,medium_activity_bidirectional
a17833,low_activity
a19585,low_activity
a00804,inactive
a02641,medium_activity_bidirectional
a10941,medium_activity_unidirectional
a05920,low_activity
a10420,inactive
a03505,inactive
a21666,medium_activity_unidirectional
a14341,inactive
a19610,low_activity
a06980,low_activity
a00943,low_activity
a05114,inactive
a01859,inactive
a03077,medium_activity_bidirectional
a04075,inactive
a31045,inactive
a12254,medium_activity_unidirectional
a01710,inactive
a26545,low_activity
a10310,inactive
a23876,medium_activity_bidirectional
a17978,low_activity
a16686,low_activity
a05752,inactive
a08427,inactive
a10993,medium_activity_bidirectional
a05564,low_activity
a26359,medium_activity_unidirectional
a04983,inactive
a07860,medium_activity_bidirectional
a06500,inactive
a27670,inactive
a21954,medium_activity_unidirectional
a23622,low_activity
a02060,inactive
a27751,inactive
a19754,inactive
a07044,inactive
a22933,medium_activity_unidirectional
a27098,inactive
a07577,low_activity
a21748,inactive
a20418,medium_activity_bidirectional
a12621,inactive
a09896,low_activity
a21455,inactive
a07353,medium_activity_bidirectional
a23795,inactive
a18488,inactive
a22991,low_activity
a30708,low_activity
a02724,inactive
a11807,inactive
a09606,low_activity
a11643,inactive
a29998,inactive
a14140,medium_activity_unidirectional
a21068,inactive
a12766,low_activity
a25839,inactive
a16922,medium_activity_bidirectional
a13915,low_activity
a18664,low_activity
a20117,inactive
a13285,medium_activity_unidirectional
a02139,inactive
a29131,medium_activity_unidirectional
a11076,low_activity
a00914,inactive
a22726,low_activity
a05133,medium_activity_unidirectional
a12999,inactive
a24387,low_activity
a09251,medium_activity_unidirectional
a05566,low_activity
a19645,low_activity
a18161,inactive
a00533,low_activity
a24780,inactive
a06060,medium_activity_unidirectional
a23597,inactive
a24546,inactive
a28360,low_activity
a08651,low_activity
a22548,inactive
a18585,inactive
a29933,inactive
a20966,inactive
a05716,low_activity
a01000,inactive
a20820,low_activity
a20398,inactive
a17016,inactive
a16852,inactive
a06982,inactive
a15136,medium_activity_unidirectional
a26256,low_activity
a07854,low_activity
a30087,low_activity
a06628,medium_activity_bidirectional
a07746,inactive
a23960,inactive
a13401,inactive
a06883,medium_activity_unidirectional
a14772,medium_activity_bidirectional
a24120,inactive
a30650,low_activity
a14932,low_activity
a18684,medium_activity_unidirectional
a04327,inactive
a03654,low_activity
a05960,inactive
a21159,medium_activity_unidirectional
a20894,medium_activity_unidirectional
a28637,inactive
a19406,inactive
a01586,inactive
a28221,inactive
a17156,medium_activity_unidirectional
a13575,medium_activity_unidirectional
a10577,low_activity
a09426,low_activity
a00168,low_activity
a09810,inactive
a22551,inactive
a05432,low_activity
a17139,inactive
a03248,low_activity
a28165,medium_activity_unidirectional
a14139,inactive
a08919,low_activity
a25501,low_activity
a27734,low_activity
a00493,inactive
a27789,low_activity
a11391,inactive
a17213,inactive
a26243,low_activity
a31263,inactive
a29414,low_activity
a01358,inactive
a12172,inactive
a10283,low_activity
a12793,low_activity
a09023,medium_activity_unidirectional
a26649,inactive
a01511,inactive
a30381,medium_activity_bidirectional
a08393,inactive
a15469,inactive
a02028,inactive
a27844,low_activity
a07230,inactive
a09993,medium_activity_bidirectional
a03519,inactive
a09279,inactive
a19806,low_activity
a23588,low_activity
a05838,inactive
a02548,low_activity
a07382,inactive
a06055,medium_activity_unidirectional
a12160,inactive
a03714,inactive
a18183,inactive
a11535,inactive
a13978,medium_activity_unidirectional
a27738,inactive
a21017,inactive
a24225,low_activity
a27983,low_activity
a03625,low_activity
a11834,inactive
a11497,medium_activity_unidirectional
a22712,low_activity
a24294,low_activity
a22006,inactive
a22018,medium_activity_unidirectional
a21864,inactive
a02427,low_activity
a12269,low_activity
a29594,low_activity
a21980,medium_activity_bidirectional
a30365,low_activity
a25721,medium_activity_unidirectional
a07132,low_activity
a25840,low_activity
a02473,inactive
a30632,low_activity
a25528,inactive
a20788,inactive
a28194,inactive
a02845,inactive
a03025,medium_activity_bidirectional
a01540,low_activity
a15871,low_activity
a28121,inactive
a31133,inactive
a21014,low_activity
a04743,inactive
a09920,low_activity
a19672,inactive
a06782,inactive
a04115,inactive
a25922,low_activity
a04286,low_activity
a30489,low_activity
a28983,inactive
a28092,inactive
a25254,medium_activity_unidirectional
a19618,inactive
a06063,medium_activity_bidirectional
a24131,inactive
a21059,low_activity
a00660,medium_activity_bidirectional
a15661,inactive
a13220,low_activity
a22520,inactive
a15639,inactive
a12379,inactive
a11467,inactive
a21114,low_activity
a04746,low_activity
a17493,low_activity
a01489,inactive
a19330,medium_activity_unidirectional
a10532,inactive
a15241,low_activity
a15484,medium_activity_bidirectional
a11713,inactive
a26625,medium_activity_bidirectional
a30335,inactive
a14266,inactive
a27082,medium_activity_unidirectional
a03013,inactive
a22928,low_activity
a30875,medium_activity_unidirectional
a21301,low_activity
a11444,inactive
a29800,inactive
a15618,low_activity
a06741,inactive
a08088,inactive
a16618,medium_activity_bidirectional
a06764,inactive
a20945,inactive
a23379,inactive
a00484,medium_activity_unidirectional
a27881,low_activity
a26635,low_activity
a04740,low_activity
a05154,medium_activity_unidirectional
a26737,inactive
a27479,inactive
a18262,medium_activity_unidirectional
a00687,inactive
a19989,inactive
a22640,inactive
a18444,inactive
a24693,low_activity
a04362,low_activity
a02177,medium_activity_unidirectional
a14427,inactive
a29095,low_activity
a25064,inactive
a28328,low_activity
a30570,low_activity
a10438,inactive
a23651,low_activity
a28711,inactive
a05457,low_activity
a29636,low_activity
a11268,inactive
a03260,medium_activity_bidirectional
a05610,low_activity
a17140,inactive
a10172,low_activity
a00622,medium_activity_bidirectional
a14057,medium_activity_bidirectional
a19331,low_activity
a22096,low_activity
a03782,medium_activity_unidirectional
a23984,inactive
a26535,inactive
a07877,inactive
a23000,inactive
a07092,medium_activity_unidirectional
a19953,inactive
a14973,inactive
a29321,medium_activity_bidirectional
a27993,inactive
a09961,inactive
a16230,medium_activity_unidirectional
a14899,inactive
a02392,low_activity
a24797,medium_activity_bidirectional
a24792,medium_activity_unidirectional
a14648,inactive
a22315,inactive
a16621,inactive
a06189,inactive
a18834,inactive
a01143,inactive
a16796,inactive
a12692,inactive
a24071,inactive
a07652,inactive
a13916,inactive
a28355,inactive
a31407,medium_activity_bidirectional
a30207,low_activity
a04133,inactive
a13439,medium_activity_bidirectional
a27800,inactive
a05580,medium_activity_unidirectional
a08562,low_activity
a08074,medium_activity_unidirectional
a18475,medium_activity_bidirectional
a03435,inactive
a06490,low_activity
a27837,inactive
a26593,inactive
a08790,low_activity
a05520,low_activity
a21927,low_activity
a15925,medium_activity_bidirectional
a04151,low_activity
a05051,inactive
a04903,inactive
a16979,inactive
a24568,low_activity
a18694,inactive
a21078,inactive
a31223,inactive
a07743,low_activity
a24622,inactive
a05923,low_activity
a23747,inactive
a13764,low_activity
a07671,inactive
a05207,low_activity
a26923,low_activity
a14923,inactive
a17431,medium_activity_unidirectional
a04350,low_activity
a18140,low_activity
a10219,low_activity
a29051,inactive
a26146,medium_activity_bidirectional
a12885,low_activity
a16147,inactive
a08172,inactive
a16644,low_activity
a30255,low_activity
a24647,inactive
a26685,low_activity
a15572,inactive
a00068,inactive
a05025,low_activity
a06004,inactive
a17356,inactive
a15991,inactive
a30374,low_activity
a06270,inactive
a07039,low_activity
a04343,inactive
a04989,inactive
a24950,medium_activity_unidirectional
a10594,low_activity
a30120,inactive
a22142,low_activity
a29825,inactive
a15269,inactive
a11140,low_activity
a20500,inactive
a10573,low_activity
a24345,inactive
a26073,inactive
a18001,inactive
a16177,inactive
a08731,inactive
a24313,low_activity
a23331,medium_activity_unidirectional
a09081,low_activity
a14768,inactive
a16043,medium_activity_bidirectional
a00494,low_activity
a30419,medium_activity_unidirectional
a12795,inactive
a23633,inactive
a29584,inactive
a05972,medium_activity_bidirectional
a00160,medium_activity_unidirectional
a00167,inactive
a02895,low_activity
a09934,inactive
a16676,inactive
a21424,inactive
a17973,medium_activity_unidirectional
a31400,inactive
a01490,inactive
a28747,low_activity
a27371,inactive
a10633,low_activity
a08513,inactive
a25326,inactive
a15545,medium_activity_unidirectional
a17403,low_activity
a17443,low_activity
a29643,inactive
a04852,inactive
a25653,inactive
a11307,inactive
a05055,medium_activity_unidirectional
a30567,inactive
a17481,inactive
a00110,low_activity
a15311,inactive
a13751,low_activity
a14338,inactive
a13253,inactive
a25936,medium_activity_bidirectional
a03242,inactive
a27303,inactive
a21488,medium_activity_bidirectional
a30065,low_activity
a09780,low_activity
a14476,inactive
a25828,low_activity
a06409,inactive
a19012,inactive
a16016,inactive
a18840,medium_activity_unidirectional
a03421,inactive
a28140,low_activity
a12949,medium_activity_unidirectional
a16446,low_activity
a11751,inactive
a10581,low_activity
a16275,inactive
a02253,inactive
a11373,inactive
a23029,inactive
a13314,inactive
a17514,inactive
a25643,low_activity
a02715,medium_activity_unidirectional
a19169,medium_activity_unidirectional
a29008,low_activity
a01628,inactive
a03930,medium_activity_bidirectional
a12035,inactive
a22004,low_activity
a07677,medium_activity_bidirectional
a12485,medium_activity_bidirectional
a06431,low_activity
a01686,inactive
a20809,inactive
a05659,medium_activity_unidirectional
a10808,medium_activity_unidirectional
a27159,low_activity
a12873,inactive
a05112,low_activity
a26497,medium_activity_unidirectional
a30969,medium_activity_bidirectional
a17495,inactive
a10208,inactive
a03266,medium_activity_unidirectional
a31344,inactive
a27999,low_activity
a26057,inactive
a15849,inactive
a13726,medium_activity_unidirectional
a18618,medium_activity_bidirectional
a18053,low_activity
a12460,inactive
a11103,inactive
a22412,inactive
a10120,low_activity
a08514,low_activity
a26195,low_activity
a18906,inactive
a22420,inactive
a24253,low_activity
a27257,low_activity
a10933,low_activity
a27044,inactive
a10672,low_activity
a14298,inactive
a05079,low_activity
a29943,inactive
a09695,medium_activity_unidirectional
a17243,inactive
a10069,inactive
a18051,inactive
a20414,low_activity
a30674,low_activity
a08303,inactive
a29782,inactive
a03558,medium_activity_unidirectional
a13717,inactive
a26320,inactive
a00295,medium_activity_unidirectional
a27477,medium_activity_unidirectional
a03904,inactive
a10985,low_activity
a16468,low_activity
a29347,low_activity
a05953,inactive
a31456,medium_activity_bidirectional
a02964,medium_activity_unidirectional
a25313,inactive
a25397,low_activity
a14224,low_activity
a15209,low_activity
a19074,inactive
a12724,medium_activity_bidirectional
a10186,medium_activity_unidirectional
a25781,inactive
a20599,inactive
a07983,medium_activity_unidirectional
a19962,inactive
a02572,inactive
a03255,low_activity
a25182,low_activity
a04245,inactive
a09873,low_activity
a26009,inactive
a02991,low_activity
a06083,inactive
a09919,inactive
a00618,inactive
a08269,inactive
a07738,inactive
a24537,medium_activity_bidirectional
a27621,inactive
a12040,inactive
a07669,inactive
a03555,low_activity
a20706,medium_activity_unidirectional
a00252,inactive
a24986,medium_activity_bidirectional
a28839,low_activity
a09922,medium_activity_unidirectional
a16958,inactive
a28951,inactive
a07606,low_activity
a23441,low_activity
a05690,inactive
a20448,inactive
a19135,inactive
a17388,inactive
a26354,medium_activity_unidirectional
a23929,inactive
a07381,medium_activity_bidirectional
a20925,inactive
a29462,medium_activity_unidirectional
a10669,low_activity
a08997,inactive
a30472,inactive
a20105,inactive
a08643,medium_activity_unidirectional
a29966,low_activity
a21243,medium_activity_unidirectional
a25897,inactive
a23423,inactive
a08026,low_activity
a12532,inactive
a18350,inactive
a18170,medium_activity_unidirectional
a12435,low_activity
a13711,medium_activity_unidirectional
a25136,medium_activity_unidirectional
a13294,inactive
a25548,inactive
a25768,inactive
a26414,inactive
a08130,medium_activity_unidirectional
a16727,inactive
a24976,inactive
a29079,medium_activity_unidirectional
a08240,inactive
a15157,low_activity
a23848,medium_activity_unidirectional
a24547,inactive
a16601,low_activity
a07528,inactive
a30545,inactive
a09634,medium_activity_unidirectional
a04888,medium_activity_unidirectional
a18311,medium_activity_bidirectional
a15943,inactive
a09752,inactive
a10288,low_activity
a05636,inactive
a17537,inactive
a22491,inactive
a03068,inactive
a08725,medium_activity_bidirectional
a18864,inactive
a18905,medium_activity_unidirectional
a06978,low_activity
a08582,inactive
a18406,low_activity
a12225,inactive
a14399,inactive
a30839,inactive
a14251,low_activity
a13377,low_activity
a12291,inactive
a09309,medium_activity_unidirectional
a05569,inactive
a15270,inactive
a17532,inactive
a10857,medium_activity_unidirectional
a15619,inactive
a14852,inactive
a01788,inactive
a17259,medium_activity_bidirectional
a08910,inactive
a19902,inactive
a09546,inactive
a00161,low_activity
a20340,low_activity
a23062,inactive
a01766,low_activity
a07958,medium_activity_bidirectional
a10978,inactive
a13566,inactive
a12233,inactive
a17355,medium_activity_unidirectional
a25976,medium_activity_unidirectional
a07520,low_activity
a17967,inactive
a00113,inactive
a28554,low_activity
a28260,low_activity
a21924,inactive
a21606,low_activity
a29725,inactive
a20232,inactive
a27597,medium_activity_bidirectional
a23237,inactive
a20440,inactive
a10601,inactive
a26347,medium_activity_bidirectional
a21900,inactive
a04198,inactive
a16974,inactive
a28529,inactive
a29127,inactive
a08299,low_activity
a01247,medium_activity_unidirectional
a05437,medium_activity_unidirectional
a02497,low_activity
a14912,inactive
a25403,inactive
a30653,low_activity
a13485,inactive
a22252,inactive
a08567,inactive
a25631,inactive
a13959,medium_activity_bidirectional
a07101,inactive
a13026,low_activity
a21130,low_activity
a07251,inactive
a04092,low_activity
a12198,inactive
a18993,medium_activity_bidirectional
a00562,low_activity
a09663,low_activity
a17993,inactive
a18274,medium_activity_unidirectional
a04046,inactive
a09002,low_activity
a22789,inactive
a11644,inactive
a20335,low_activity
a31146,low_activity
a05995,inactive
a02780,inactive
a18345,low_activity
a04409,medium_activity_unidirectional
a05533,low_activity
a19687,inactive
a07324,medium_activity_unidirectional
a04070,low_activity
a25225,low_activity
a03659,inactive
a22539,inactive
a27211,medium_activity_bidirectional
a15255,medium_activity_bidirectional
a14157,inactive
a16214,inactive
a05897,low_activity
a15806,low_activity
a09370,low_activity
a10233,medium_activity_bidirectional
a30228,inactive
a06429,inactive
a17452,inactive
a29423,inactive
a24068,low_activity
a27823,low_activity
a04568,inactive
a22525,low_activity
a09794,inactive
a28391,medium_activity_unidirectional
a20645,inactive
a18631,inactive
a12217,inactive
a15584,inactive
a20210,medium_activity_bidirectional
a12917,low_activity
a07990,low_activity
a09534,low_activity
a31142,medium_activity_bidirectional
a31467,inactive
a09525,inactive
a26586,medium_activity_unidirectional
a21690,low_activity
a00873,low_activity
a23126,low_activity
a11506,inactive
a20131,inactive
a22790,inactive
a06910,low_activity
a07409,medium_activity_bidirectional
a09116,medium_activity_unidirectional
a00147,inactive
a23753,inactive
a28458,low_activity
a19290,low_activity
a03453,inactive
a22884,inactive
a22939,low_activity
a03736,inactive
a18623,inactive
a08922,inactive
a13042,low_activity
a18212,inactive
a18784,low_activity
a03737,low_activity
a04326,low_activity
a16054,low_activity
a21498,inactive
a13699,low_activity
a19862,inactive
a24298,inactive
a12272,inactive
a09019,low_activity
a24571,inactive
a27619,inactive
a23240,inactive
a27791,inactive
a22090,medium_activity_unidirectional
a24654,inactive
a17882,medium_activity_unidirectional
a30432,low_activity
a15719,medium_activity_bidirectional
a15891,inactive
a03796,low_activity
a07733,inactive
a24635,low_activity
a18474,inactive
a10497,medium_activity_unidirectional
a13516,low_activity
a23513,low_activity
a01855,inactive
a17402,low_activity
a15946,low_activity
a07803,medium_activity_unidirectional
a03621,inactive
a30538,low_activity
a08732,inactive
a26889,medium_activity_bidirectional
a18241,low_activity
a10783,low_activity
a13452,inactive
a24892,low_activity
a19247,medium_activity_bidirectional
a18756,inactive
a24984,inactive
a08163,inactive
a17697,inactive
a04668,inactive
a29994,low_activity
a16490,low_activity
a14245,inactive
a22324,low_activity
a24681,inactive
a10588,inactive
a20469,low_activity
a08853,inactive
a11844,medium_activity_bidirectional
a07206,inactive
a03580,low_activity
a15076,low_activity
a20438,inactive
a17353,inactive
a04233,inactive
a04868,inactive
a23947,low_activity
a04932,inactive
a05945,inactive
a20170,low_activity
a03328,low_activity
a15277,inactive
a29900,inactive
a12425,low_activity
a20242,inactive
a11897,medium_activity_unidirectional
a13713,low_activity
a03363,low_activity
a02297,low_activity
a14944,low_activity
a03100,low_activity
a03015,inactive
a01567,inactive
a20742,low_activity
a21126,low_activity
a21529,inactive
a06878,low_activity
a02870,medium_activity_unidirectional
a03549,medium_activity_bidirectional
a13373,medium_activity_unidirectional
a09122,inactive
a28374,inactive
a07338,inactive
a06468,low_activity
a18190,low_activity
a19383,inactive
a10843,low_activity
a08911,medium_activity_unidirectional
a15221,inactive
a08469,low_activity
a00967,inactive
a20348,low_activity
a14012,low_activity
a29896,medium_activity_unidirectional
a28399,low_activity
a02322,medium_activity_unidirectional
a09561,low_activity
a19322,inactive
a28694,inactive
a30033,inactive
a28276,low_activity
a10099,inactive
a00337,inactive
a08298,inactive
a07280,inactive
a11162,inactive
a07335,inactive
a29338,inactive
a26173,low_activity
a21489,inactive
a01103,inactive
a23939,inactive
a18890,inactive
a06086,low_activity
a04171,low_activity
a09893,low_activity
a16369,medium_activity_bidirectional
a11806,medium_activity_bidirectional
a02980,low_activity
a20731,medium_activity_unidirectional
a22203,low_activity
a08935,medium_activity_bidirectional
a16194,inactive
a02157,inactive
a13052,low_activity
a13883,low_activity
a22969,inactive
a29296,inactive
a31184,inactive
a29624,inactive
a17428,inactive
a06034,medium_activity_unidirectional
a24440,inactive
a00715,medium_activity_bidirectional
a05510,medium_activity_unidirectional
a21045,medium_activity_bidirectional
a25996,low_activity
a10061,inactive
a21834,medium_activity_bidirectional
a19214,inactive
a04153,low_activity
a20412,low_activity
a12720,inactive
a09474,low_activity
a30427,inactive
a23574,inactive
a10205,inactive
a14572,medium_activity_unidirectional
a12224,medium_activity_unidirectional
a06509,low_activity
a01529,medium_activity_unidirectional
a05641,medium_activity_unidirectional
a19178,inactive
a17829,inactive
a09560,inactive
a23137,medium_activity_bidirectional
a12109,low_activity
a16695,low_activity
a26536,low_activity
a04025,inactive
a16629,inactive
a23426,medium_activity_unidirectional
a09066,medium_activity_bidirectional
a18244,low_activity
a20680,inactive
a16325,inactive
a28352,low_activity
a05855,inactive
a11894,medium_activity_unidirectional
a01443,inactive
a02750,low_activity
a28428,inactive
a20953,medium_activity_unidirectional
a07572,inactive
a08251,inactive
a05630,inactive
a26249,inactive
a15841,inactive
a12509,inactive
a29186,inactive
a15505,low_activity
a08387,low_activity
a26895,low_activity
a22071,medium_activity_unidirectional
a04398,medium_activity_bidirectional
a20688,inactive
a07977,medium_activity_unidirectional
a02935,low_activity
a16199,inactive
a23208,low_activity
a24153,inactive
a02637,low_activity
a01299,inactive
a20297,low_activity
a29366,low_activity
a26569,low_activity
a02850,inactive
a18462,inactive
a08613,inactive
a08291,medium_activity_bidirectional
a06122,inactive
a24677,inactive
a11753,low_activity
a06475,medium_activity_bidirectional
a07196,inactive
a07110,medium_activity_unidirectional
a16144,low_activity
a00700,low_activity
a07766,low_activity
a14858,low_activity
a01265,medium_activity_unidirectional
a28630,inactive
a18582,low_activity
a17244,inactive
a08750,inactive
a27349,medium_activity_unidirectional
a27766,low_activity
a02885,medium_activity_unidirectional
a02321,medium_activity_bidirectional
a23593,low_activity
a02541,low_activity
a21018,medium_activity_unidirectional
a12438,medium_activity_unidirectional
a25753,inactive
a28016,inactive
a09541,inactive
a27590,inactive
a09107,inactive
a29223,medium_activity_bidirectional
a23756,inactive
a08491,inactive
a10822,medium_activity_unidirectional
a21782,inactive
a05003,medium_activity_bidirectional
a20298,medium_activity_unidirectional
a20699,inactive
a03373,inactive
a03369,inactive
a28216,inactive
a29545,inactive
a14723,medium_activity_unidirectional
a16506,low_activity
a19463,low_activity
a01120,low_activity
a07452,inactive
a00305,low_activity
a22124,low_activity
a14953,inactive
a04376,inactive
a24262,inactive
a03279,medium_activity_unidirectional
a19155,medium_activity_unidirectional
a12023,low_activity
a19701,medium_activity_unidirectional
a10284,inactive
a05399,inactive
a19694,inactive
a22125,inactive
a15174,inactive
a10890,inactive
a17387,medium_activity_bidirectional
a30484,low_activity
a07542,inactive
a29686,low_activity
a14021,inactive
a25352,inactive
a12896,low_activity
a04465,low_activity
a26638,inactive
a15503,inactive
a07713,low_activity
a10407,inactive
a03618,low_activity
a12470,low_activity
a26013,medium_activity_unidirectional
a02086,low_activity
a19349,medium_activity_bidirectional
a29914,low_activity
a11540,low_activity
a08475,medium_activity_bidirectional
a29534,inactive
a16143,medium_activity_unidirectional
a13082,inactive
a25658,low_activity
a30771,inactive
a02721,inactive
a18120,medium_activity_unidirectional
a23209,medium_activity_bidirectional
a28418,low_activity
a19464,medium_activity_bidirectional
a30105,low_activity
a13432,inactive
a10716,medium_activity_unidirectional
a08329,low_activity
a08470,medium_activity_bidirectional
a05121,inactive
a14325,inactive
a28988,medium_activity_bidirectional
a23219,low_activity
a09228,medium_activity_bidirectional
a03355,inactive
a21556,inactive
a28855,inactive
a13122,medium_activity_bidirectional
a18897,inactive
a01684,low_activity
a31140,low_activity
a26668,medium_activity_bidirectional
a07694,low_activity
a11375,low_activity
a18187,low_activity
a01354,low_activity
a16348,medium_activity_unidirectional
a23111,inactive
a18590,low_activity
a22496,low_activity
a11106,inactive
a01884,low_activity
a01876,low_activity
a02976,medium_activity_unidirectional
a14283,low_activity
a05504,medium_activity_unidirectional
a21554,inactive
a19852,inactive
a04879,low_activity
a14739,medium_activity_bidirectional
a00464,low_activity
a23784,inactive
a03781,low_activity
a10192,medium_activity_unidirectional
a29168,low_activity
a28632,medium_activity_unidirectional
a21333,inactive
a04302,inactive
a04029,inactive
a29671,low_activity
a04832,inactive
a00392,inactive
a21671,low_activity
a14759,inactive
a28561,low_activity
a00399,inactive
a16276,medium_activity_bidirectional
a15670,medium_activity_bidirectional
a05764,low_activity
a18569,inactive
a29710,medium_activity_unidirectional
a08400,inactive
a13011,inactive
a00060,medium_activity_unidirectional
a18702,low_activity
a08836,low_activity
a20759,inactive
a07644,inactive
a25626,inactive
a22344,inactive
a03094,inactive
a28881,low_activity
a27768,medium_activity_unidirectional
a26169,medium_activity_unidirectional
a20175,inactive
a29528,medium_activity_bidirectional
a29069,inactive
a22030,inactive
a21032,inactive
a13092,low_activity
a04558,inactive
a21644,medium_activity_unidirectional
a05894,low_activity
a15953,low_activity
a09661,inactive
a02140,low_activity
a29674,inactive
a31214,inactive
a21656,inactive
a09488,inactive
a23664,medium_activity_unidirectional
a22411,inactive
a00684,medium_activity_bidirectional
