account,forward_strength,backward_strength,a_dominance,network_activity,activity_intensity,current_type,improved_type
a15277,1.5129586539043762,1.5242044308216975,0.4613647035738224,0.2132167302236738,0.0042362908919745,type4,type3
a01237,1.4543853787951817,1.4771446435257227,0.4779892532639436,0.2566859921401291,0.0026476818074841,type4,type4
a07847,1.454390802840795,1.4775393295136563,0.4779240237777263,0.1716350113539516,0.0,type4,type4
a19523,1.4599993592565634,1.480285707243275,0.4765647349858935,0.4055538148461388,0.0007943045422452,type4,type4
a23426,1.1739182271349706,1.521437206916735,0.49558943609546324,0.7003698407137924,0.0008986071589036,type4,type4
a21920,1.458416497041097,1.479492772199296,0.47695136843088987,0.1184808594286769,0.0,type4,type4
a19662,1.4543930499432498,1.477114348557362,0.4779929421316481,0.1184808594286769,0.0010590727229936,type4,type4
a20025,1.4567673678212274,1.7557810209911542,0.5216943181911183,0.1184808594286769,0.0,type4,type4
a20499,1.454249584447141,1.4951046272495874,0.48107141624235483,0.2514304044087436,0.0008472581783949,type4,type4
a27869,1.4919073752861265,1.483870514061179,0.4708818663201182,0.597170897229707,0.0222405271828665,type4,type1
a18254,1.4543832691114051,1.5978454504347308,0.4986424221770604,0.1184808594286769,0.0010590727229936,type4,type4
a05587,1.0752630692980867,1.0344789243565014,0.47603386439636414,0.5086412831436207,0.0006778065427159,type4,type4
a25166,1.5331477885115878,1.5932620077443267,0.49068702014867593,0.45935322204017226,0.0017209931748646,type4,type4
a12554,1.4546395333414166,1.4771187775864831,0.47795203344934306,0.3811635709436998,0.0008472581783949,type4,type4
a07676,1.4671606964987842,1.4852627748136848,0.47460666124128004,0.30484574422241895,0.0007060484819957,type4,type3
a10172,1.4668559728719668,1.4791745576934492,0.476906820498979,0.2299507519550637,0.0021181454459872,type4,type4
a04712,1.4543896972060537,1.4771130516487991,0.477993499560162,0.1543210374300304,0.0005295363614968,type4,type4
a02648,1.454390802840795,1.4771142740407357,0.47799332068038186,0.0572116704513172,0.0,type4,type4
a24961,1.454393313555939,1.4771211876359138,0.4779917840148174,0.1543210374300304,0.0021181454459872,type4,type4
a26130,1.454214393660429,1.4776929005783193,0.4779277465707948,0.7720784043316559,0.0452414142694208,type4,type1
a06872,1.0998083036419128,1.478284358310775,0.5078947569589354,0.5092360691545526,0.0056483878559661,type4,type4
a08972,1.454390802840795,1.477112297833623,0.477993642908866,0.0572116704513172,0.0,type4,type4
a10588,1.4543417910687688,1.4771248688674101,0.4779995847950417,0.4033779456550578,0.0003971522711226,type4,type4
a29600,1.4580009252322532,1.4777441846847745,0.47730296528692984,0.45544220590705387,0.000170818181128,type4,type4
a09704,1.4543770374314435,1.477114641672021,0.4779955052502626,0.1877877192476675,0.0010590727229936,type4,type4
a29928,1.1238550896835922,1.4785419521628118,0.5097429185623307,0.4916828017402959,0.0003922491566643,type4,type4
a10635,1.522459157466675,1.5239978560371448,0.45995720276991336,0.4304136127629362,0.0036311064788353,type4,type3
a11711,1.4609357967577505,1.4810737649285666,0.47628663908448715,0.5428392303048246,0.000158860908449,type4,type4
a23404,1.4543854229634385,1.4771127225203529,0.47799445087445264,0.2831518425953624,0.0008472581783949,type4,type4
a06581,1.4543884867231212,1.4771136354811891,0.4779938024524964,0.1184808594286769,0.0010590727229936,type4,type4
a16733,1.4543506709148937,1.4771548860478805,0.4779932424012781,0.1543210374300304,0.0005295363614968,type4,type4
a09904,1.4496775198762522,1.477138253711006,0.4771000754401437,0.151947541246314,0.0,type4,type4
a06536,1.4628603084140694,1.4778986685582316,0.476489184344059,0.5888143900969104,4.8139669226983936e-05,type4,type4
a17811,1.454363104696962,1.4770858148897015,0.47800247752144936,0.43588215208774583,0.0003851173538158,type4,type4
a30630,1.4547652404419376,1.4773372842462498,0.4778959243381215,0.1543210374300304,0.0005295363614968,type4,type4
a05923,1.5021391140072262,1.4834981426894789,0.4693268893088258,0.6207306880001016,0.0044231860783852,type4,type1
a09484,1.4616139115136149,1.4787988225047966,0.4765452924613906,0.3460581152000244,6.619204518710283e-05,type4,type4
a21193,1.0960760136254575,1.4792855027421674,0.5038547648398657,0.41351008812173407,0.0003901846874187,type4,type4
a06452,1.4587859582081897,1.4791721890556295,0.47529064621916567,0.1184808594286769,0.0,type4,type4
a11989,1.454390802840795,1.6149315416255612,0.48987082277191185,0.0572116704513172,0.0,type4,type4
a22515,1.4545676767935074,1.4772548160482855,0.47794157037515256,0.1543210374300304,0.0005295363614968,type4,type4
a10278,1.155906664315092,1.4844708525464507,0.5054422593743974,0.5421457667044725,0.0038126618027771,type4,type1
a09996,1.1604259422768413,1.5043901680849476,0.5012837712352642,0.68114707276704,0.0001170554062256,type4,type4
a08914,1.454390802840795,1.4774072580703106,0.47794555326724725,0.3541302028141134,0.000598606321692,type4,type4
a22126,1.4541971848914415,1.4772014251533743,0.47801068114328504,0.37867048163642847,0.0001323840903742,type4,type4
a27040,1.175419787937199,1.523882708692808,0.49488113290813956,0.9964804617156586,0.0061123625727061,type4,type1
a09632,1.454390802840795,1.476948205655519,0.47802040031145826,0.382545864633765,0.0007413509060955,type4,type4
a23234,1.4543697024071944,1.1593365983887531,0.5206536823619856,0.3125914333823872,0.0003530242409978,type4,type2
a18665,1.4555319894649388,1.477771418758672,0.4777002755192593,0.1184808594286769,0.0,type4,type4
a07310,1.4543948474730068,1.4771064473313391,0.47799393736359325,0.1184808594286769,0.0,type4,type4
a05618,1.4618169016447813,1.477126610589437,0.476783524575048,0.4426762071296124,0.0040009413979759,type4,type4
a21581,1.4955631796333437,1.4772710136651095,0.4713481328520651,0.523542827426061,0.0031015701173385,type4,type4
a25805,1.1343127256065937,1.4776489206346262,0.5116766383363758,0.8293069600157127,0.0002239616152567,type4,type4
a05405,1.4651427747849999,1.483839501418766,0.47516048421078394,0.5236015650882639,0.0006110034940347,type4,type3
a25299,1.3226027822759232,1.477715164027966,0.48542795448507564,0.8318873059720061,0.0004549037199435,type4,type4
a23801,1.4546256361748355,1.4925880189172878,0.4775173186362881,0.3956358317651293,0.0002576122839714,type4,type4
a06991,1.4543435319757996,1.4771361491697705,0.4779879221435009,0.2654094812858355,0.0003530242409978,type4,type4
a06894,1.455698877806384,1.4773656896171357,0.477782445039065,0.25132224440502743,0.0,type4,type4
a06619,1.5570230911265988,1.637645778062914,0.4640943261129891,0.658400695403281,0.0109022192072875,type4,type1
a01235,1.4766522120604553,1.4821474882239187,0.47358388138113106,0.7874194616185866,0.0017474699929395,type4,type3
a20461,1.652324145737493,1.5180416976427928,0.4872735024295833,0.6966732048595192,0.0012516313999015,type4,type2
a17445,1.492449839069435,1.4780796037474397,0.471713838648656,0.7831253898420139,4.552575053592598e-05,type4,type4
a25903,1.4546905767010896,1.4773412694427992,0.47790744433177473,0.3715952861797468,0.0004983871637617,type4,type4
a26367,1.4543857806185836,1.4771154806087212,0.47799394283847485,0.1184808594286769,0.0010590727229936,type4,type4
a22442,1.189934798816423,1.5179644817512397,0.492505624161134,0.6161005958589889,0.0008058162022777,type4,type4
a27226,1.4769920543208928,0.9896853899346644,0.4755825396452935,0.5101874774312558,0.0011072123922206,type4,type4
a25289,1.0869374909312384,1.477629954494371,0.5066074609969109,0.64683815016824,0.0010590727229936,type4,type4
a25863,1.454374262272474,1.4774528519472387,0.4779408170058255,0.5230936774642154,0.0020424973943448,type4,type4
a15862,1.6154086401511418,1.4841037504302632,0.49607728393007133,0.2115327078813476,0.0015886090844904,type4,type2
a10784,1.4644970616576516,1.4833911122875247,0.47533683898691226,0.5241710799787589,0.0013935167407811,type4,type4
a06307,1.4631087835659695,1.4787904948294672,0.47663584909575085,0.151947541246314,0.0,type4,type4
a08108,1.6006262571009646,1.4771906425641763,0.5026537659142631,0.1184808594286769,0.0010590727229936,type4,type2
a12010,1.4544255694894523,1.4771129155052056,0.4779878734194938,0.3142670104835632,0.0005776760307238,type4,type4
a26339,1.459360372409689,1.480099657015876,0.47669974494051354,0.1184808594286769,0.0,type4,type4
a27218,1.4610301237224865,1.4845693438315566,0.47570617177411356,0.6140452767819142,0.0006985373279319,type4,type4
a18394,1.4543767078085759,1.4771216071967266,0.4779944232331809,0.1877877192476675,0.0010590727229936,type4,type4
a14755,1.454330243612299,1.4907154467683874,0.4757750589874156,0.4480551511782344,0.0003971522711226,type4,type4
a00628,1.4543842737459682,1.477255414430588,0.47797137279225305,0.1543210374300304,0.0005295363614968,type4,type4
a28992,1.0799771599314851,1.4776829857981904,0.5049421515057129,0.2751040362138452,0.0017651212049894,type4,type4
a15965,1.4545033750006517,1.4773946941876035,0.4779292503432624,0.36390411084285623,0.0008146713253797,type4,type4
a05084,1.512966549508037,1.524205941920673,0.4613632746393165,0.2132167302236738,0.0042362908919745,type4,type3
a21829,1.4639950009245513,1.480961411151362,0.47581004613316524,0.7770223981380924,0.0018818234334184,type4,type4
a20175,1.454841178845653,1.4773305955693719,0.47788463776804196,0.3300135673100246,0.0,type4,type4
a22009,1.4543556250881184,1.4774276507791497,0.4779479635565805,0.28489708622638066,0.0,type4,type4
a10971,1.4611327982138231,1.4771824355114513,0.4768854717175706,0.2369617188573539,0.0010590727229936,type4,type4
a10765,1.454385835788409,1.4776807712823286,0.4779017785308434,0.5113702718479334,9.077766197088372e-05,type4,type4
a08673,1.5658248606942018,1.576501882915192,0.4459242977006538,0.2132167302236738,0.0042362908919745,type4,type3
a08532,1.454390802840795,1.4779013998734518,0.4778650111994151,0.2178251350919601,0.0001925586769079,type4,type4
a02778,1.4546167355115804,1.4772555640238578,0.47793345109609,0.2768594153847499,0.0031772181689809,type4,type4
a16300,1.4543267909706707,1.4771615503797242,0.47799604948949503,0.29421019248380875,0.0008825606024947,type4,type4
a24379,1.4702043873913444,1.4884567810661453,0.4736060557487031,0.6396012532078089,0.0005519111373347,type4,type3
a02954,1.4647551755616461,1.4776037481022923,0.4762300870300091,0.5853598999265264,0.0018774470998523,type4,type4
a03845,1.490283751589609,1.4912875529591023,0.46996690776848354,0.4403793896866164,0.0218875029418686,type4,type3
a00564,1.4543847760474033,1.4771249505134234,0.4779925625332653,0.5977630744924487,0.0013616649295632,type4,type4
a06833,1.1015303921649047,1.112295639278191,0.5169117249423683,0.43843127806936766,0.0006354436337961,type4,type4
a19931,1.4543806317446046,1.4772451558309871,0.4779736391419876,0.6318912712728663,0.0010758834011364,type4,type4
a24398,1.4648581123414606,1.488779924021991,0.4744114983077688,0.5936971693724328,4.995626051856839e-05,type4,type3
a24569,1.46296487633522,1.4112433547919387,0.5010474470528941,0.646629088903886,0.0027469698752647,type4,type1
a03672,1.1280303482642546,1.5314436142728054,0.520599344481857,0.2566859921401291,0.0004236290891974,type4,type4
a01728,1.4549502349879062,1.4774339733252186,0.47785001785154013,0.1184808594286769,0.0010590727229936,type4,type4
a14717,1.4157632644956795,1.4900702944117659,0.4939760968878076,0.4449818859026815,0.0007060484819957,type4,type4
a03976,1.454390802840795,1.477097318855244,0.47799608530540494,0.2288466818052688,0.0021181454459872,type4,type4
a02497,1.54561179259353,1.5262754055905008,0.4561495119737322,0.9030686632985148,0.0050086973140075,type4,type1
a13994,1.4662505202964113,1.480636560080891,0.4754983167222663,0.2901158707826285,0.0031772181689809,type4,type4
a11295,1.4545742887418034,1.4776007356041334,0.47785835851584424,0.40766716213729237,0.0018155532394176,type4,type4
a25209,1.4777499119858999,1.486087545459315,0.4727789112625123,0.2329042003313113,0.0006354436337961,type4,type3
a00562,1.4543754556308253,1.043103717648792,0.4931266556102064,0.2369617188573539,0.0021181454459872,type4,type2
a13683,1.4593569691759734,1.0498938495575536,0.48875565069241855,0.29823090783471373,0.0042362908919745,type4,type2
a06421,1.5009834253756098,1.1450304559937476,0.49104354048768917,0.7566356464023374,0.0021681017065058,type4,type1
a17454,1.6228330887230256,1.483390740548784,0.49805691426104515,0.1184808594286769,0.0010590727229936,type4,type2
a30077,1.5162336194617962,1.5105420311046462,0.46294803713904853,0.3323157066651624,0.005824899976465,type4,type4
a00516,1.4715497314424297,1.488373571276961,0.4734041064518903,0.1184808594286769,0.0,type4,type3
a19004,1.5077612664963924,1.5597187060503874,0.4863467208623439,0.14287110333111588,0.0010590727229936,type4,type4
a18762,1.454390530562229,1.4771161459150222,0.4779930598602118,0.41736668745134003,0.0002888380153619,type4,type4
a00280,1.4808508094013728,1.480944382563805,0.473104909512756,0.446157733730123,0.001323840903742,type4,type3
a30526,1.454345463987335,1.1283977979523836,0.5137337752487826,0.35336106378397714,0.0007943045422452,type4,type2
a15122,1.1164287059018887,1.4825203531067603,0.5066638729123583,0.8097841593148828,0.0012954728843761,type4,type4
a27094,1.4547032337894723,1.4773183402137469,0.4779091186484096,0.1797500484060367,0.0003530242409978,type4,type4
a16564,1.468427808127407,1.4779661758354905,0.4755778941706006,0.4111365919380178,6.418622563597836e-05,type4,type4
a21742,1.4677235343815227,1.4771131596029603,0.4758293895048106,0.3842717893850941,0.001512961032848,type4,type4
a24700,1.132573526388044,1.4791102103834213,0.5118613957430367,0.6093507518478181,0.0002932816771367,type4,type4
a09910,1.4543718071052945,1.4771201601491675,0.4779954582656953,0.6115181907381986,0.0009197210489155,type4,type4
a09228,1.0827583232630527,1.1628310707431193,0.5146006467754949,0.507832058192432,0.0012459679094042,type4,type4
a15105,1.4622006709430224,1.4247581295605962,0.5067572537410581,0.7149259881721475,0.0031861933615486,type4,type1
a16056,1.4556121005374267,1.477814548773693,0.47768020605494455,0.232941003506449,0.0005295363614968,type4,type4
a26267,1.4545738185363497,1.4772181483841667,0.47794654671962605,0.1184808594286769,0.0010590727229936,type4,type4
a14235,1.1160171376308294,1.118314434739571,0.5400786914033036,0.4247494381050215,0.0010590727229936,type4,type4
a04164,1.0548136245268946,1.1580519369238107,0.5046130667687355,0.7923207810266966,0.0017467822833791,type4,type4
a08836,1.1092598921220542,1.5010144473848352,0.4915912724063093,0.5626533784571703,0.0002965403624382,type4,type4
a00918,1.454390802840795,1.4771130533871328,0.47799351971278903,0.0572116704513172,0.0,type4,type4
a21741,1.513720023482899,1.5075889971199237,0.4637856759221605,0.35233143648429605,6.619204518710283e-05,type4,type4
a24888,1.4543887963888076,1.5093049535377037,0.483650084338981,0.1543210374300304,0.0021181454459872,type4,type4
a27696,1.4560709022918532,1.477607120772562,0.4776392757738002,0.6358778235917435,0.0062729692054239,type4,type1
a27524,1.4555329857269093,1.4775735193159005,0.4777323441480518,0.5581112812252238,0.000567360387318,type4,type4
a31189,1.5129663339117285,1.5242059764411118,0.4613633021457428,0.1543210374300304,0.0021181454459872,type4,type3
a21738,1.512966549508037,1.524205941920673,0.4613632746393165,0.2132167302236738,0.0042362908919745,type4,type3
a23893,1.4543887852899284,1.4771153851745313,0.4779934684752614,0.4234892774778898,0.0011213711184638,type4,type4
a30112,1.5129664000477614,1.52420585551135,0.46136331046921397,0.1877877192476675,0.0031772181689809,type4,type3
a06623,1.4546274692156405,1.4772416384228397,0.4779339714175207,0.3598465923168137,0.0042362908919745,type4,type4
a25149,1.4543526074399609,1.4771509186210283,0.4779935735478452,0.3086420748600608,0.0003971522711226,type4,type4
a26625,1.0390334463957114,1.776842055175798,0.5234195304143782,0.2155902264073902,0.0002118145445987,type4,type4
a10814,1.4748785123488584,1.5055118825332832,0.47015312111332075,0.44646078851489346,0.0007332041928417,type4,type3
a01974,1.4822786693398213,1.494052819263242,0.470794282040026,0.4628917554615129,0.0009178630265944,type4,type3
a15442,1.5676128963007367,1.565791827199157,0.44714973916892936,0.663741674809442,0.0049215732421469,type4,type1
a05915,1.4558448431225073,1.477954125901738,0.47761958507881025,0.1184808594286769,0.0010590727229936,type4,type4
a25213,1.4599383107159953,1.7606991131605927,0.5203840174409128,0.1543210374300304,0.0021181454459872,type4,type4
a12955,1.4556057665536226,1.4778189393772325,0.4776805225158659,0.1184808594286769,0.0,type4,type4
a24862,1.4635529494224917,1.4827671711413362,0.475589816771794,0.42643346044734776,0.0009708166627441,type4,type4
a29411,1.454386988381179,1.477114378955064,0.4779939255369548,0.1543210374300304,0.0021181454459872,type4,type4
a03531,1.4686547354316142,1.4822462891787747,0.4748515231801137,0.365853745311378,0.0021181454459872,type4,type3
a24128,1.4542333570877584,1.477466671498292,0.4779615351594531,0.1994743216888119,0.0007060484819957,type4,type4
a15960,1.1000618618115077,1.1569538686184853,0.5125268732342841,0.6581124609197144,0.0011553520614476,type4,type4
a28055,1.457199495517165,1.4774858269133526,0.4774753311981977,0.8980484257199717,0.0004643036213124,type4,type4
a12245,1.4939925457093883,1.4771786480062472,0.48121362199967777,0.20008277378243308,0.0003530242409978,type4,type4
a12050,1.454390802840795,1.477110765768253,0.4779938927185592,0.0572116704513172,0.0,type4,type4
a21583,1.1343143875552604,1.4821158088886506,0.510958304690776,0.5017597459333917,0.0004706989879971,type4,type4
a16712,1.4512338736356272,1.4771129155052056,0.4785088472056004,0.7394442570397428,0.0350418585885754,type4,type1
a31319,1.455129355790517,1.4778158698388053,0.4777586141211815,0.3854645366782952,0.0004917123356756,type4,type4
a25919,1.4547847034054318,1.4773748779256284,0.47788662500214446,0.2369617188573539,0.0005295363614968,type4,type4
a30158,1.4851589380698904,1.4776224778447582,0.476267980552027,0.5879233610601279,0.0016945163567898,type4,type4
a21046,1.4773826356157826,1.4872662050915442,0.4758369165316103,0.5012961301032985,0.0012021906585333,type4,type4
a13744,1.454377132149788,0.9848941793424686,0.47802967695148657,1.002915485847572,0.0122960138178075,type4,type1
a30799,1.454390802840795,1.4771211214494286,0.47799220418633254,0.0572116704513172,0.0,type4,type4
a20985,1.5261803755776775,1.513817668612366,0.46093445650993436,0.869496621010186,0.0080732592818368,type4,type1
a30050,1.4543790340368585,1.47712396412525,0.47799365962392043,0.5096095707648867,4.6046640130158406e-05,type4,type4
a19588,1.4552025137782674,1.4771231313178148,0.4778595612780542,0.413758318887143,0.0008472581783949,type4,type4
a07870,1.461413327399325,1.4786350376521415,0.47660435214149,0.7629418687586518,0.0003530242409978,type4,type4
a00509,1.4788686193237153,1.4939794281176209,0.4713459362633812,0.3062685786763446,0.0010590727229936,type4,type3
a18249,1.4541416792820347,1.4778031946722858,0.47792162081142603,0.5268500981723391,0.0003266299052223,type4,type4
a06235,1.1466279909782988,1.4794596709186711,0.502496608153391,0.7762389688218014,6.804098499679843e-05,type4,type4
a17478,1.4546398464285344,1.486872295042537,0.4784470498127627,0.1184808594286769,0.0010590727229936,type4,type4
a23853,1.4594040408980726,1.4801096485555483,0.4766910429154882,0.1797500484060367,0.0010590727229936,type4,type4
a01971,1.454390802840795,1.476357611044744,0.47811672938253336,0.3123432026169783,0.0021937934976296,type4,type4
a30834,1.4611046965848375,1.5747187821796684,0.49185812045241667,0.6247319343087183,0.0012308142456412,type4,type4
a26139,1.4552121986403654,1.4775855289993234,0.47778264183862307,0.1184808594286769,0.0010590727229936,type4,type4
a07491,1.4608384218360762,1.4793149947162565,0.47658732309728097,0.4407487375787333,0.0015404694152634,type4,type4
a04008,1.469781707221335,1.4779572758264465,0.47536089672403936,0.2591890506917036,0.0047658272534714,type4,type4
a08598,1.4729325918582923,1.4779186202398242,0.4748595390188076,0.8060717683908961,0.0001830782168851,type4,type3
a04529,1.4543782453046248,1.4771193277555796,0.47799454421080767,0.1184808594286769,0.0010590727229936,type4,type4
a23589,1.4546306533765434,1.4829595323609883,0.47700317528743247,0.38371269692532173,0.0002118145445987,type4,type4
a13625,1.5326874082843518,1.1927169873847376,0.48317799778168624,0.9580291622422019,0.0011541990154781,type4,type4
a20356,1.4543867851475132,1.477114967609713,0.47799386269241145,0.1184808594286769,0.0010590727229936,type4,type4
a28495,1.4545918073968966,1.4772541278903923,0.4779377488512864,0.29823090783471373,0.0,type4,type4
a21501,1.454757486559818,1.4773239520644617,0.47789936112670073,0.1184808594286769,0.0010590727229936,type4,type4
a09694,1.4609306630105239,1.4810732607182149,0.47628755182421695,0.6562114681885535,0.0009914723364195,type4,type4
a02496,1.458589815474963,1.1185497275209861,0.5079740287337237,0.4883207664375192,0.0007803693748374,type4,type2
a21690,1.4543686971595187,1.6513548207788862,0.5072120405044596,0.26916824004785933,0.0018533772652388,type4,type4
a29919,1.134693127188498,1.482602115140848,0.5033601762580087,0.65340699293269,0.0006688880355749,type4,type4
a15674,1.474719592694969,1.488912843622007,0.4728116176348029,0.610636192589209,0.0017298187808896,type4,type3
a14174,1.4589290255073144,1.477770837842376,0.4771477888420317,0.9375681324303262,0.000892704977236,type4,type4
a07650,1.6017071326819545,1.477403263001801,0.5024426073127842,0.1184808594286769,0.0010590727229936,type4,type2
a21665,1.4703662418926986,1.486361293688054,0.4739157833881278,0.9788533511736656,0.0040539914888363,type4,type1
a00632,1.1440564137327558,1.5185458575798703,0.47862293700132913,0.6172205119133316,0.0009475913837311,type4,type4
a16413,1.4542242565216745,1.4771550505683417,0.4780138288146045,0.5295990562682521,0.0001974542364903,type4,type4
a15963,1.454866286874745,1.4772621694459644,0.477891697844747,0.4338392232145448,0.0018004236290891,type4,type4
a11848,1.1344031037085422,1.4771742727248318,0.5117312189491566,0.25537976293107,0.0001765121204989,type4,type4
a05987,1.5009443995699976,1.4874409980926888,0.4688952928848991,0.9689362277327261,0.0073462663483844,type4,type1
a28438,1.4862760972898046,1.4804640098396962,0.47231634578392,0.6807912546477508,0.0004388422885332,type4,type4
a02242,1.4572337684899366,1.478664131746089,0.4772781254339095,0.4014517019291984,0.0011767474699929,type4,type4
a12854,1.454390802840795,1.5840354154234437,0.4963436832192786,0.0572116704513172,0.0,type4,type4
a07200,1.462880000764895,1.477126913773788,0.4766110716817378,0.5018269766039597,0.0013414921157919,type4,type4
a18212,1.454390802840795,1.4771125577319641,0.47799360053137574,0.0572116704513172,0.0,type4,type4
a29832,1.454390802840795,1.4779242190122057,0.47786129247618275,0.1716350113539516,0.0,type4,type4
a16779,1.456054486747807,1.4777287447980303,0.4776221471385516,0.7162879694231097,0.0038710934012871,type4,type1
a03026,1.165165233795723,1.4939470307670732,0.5017993596638477,0.5314270898476876,0.0014709343374911,type4,type4
a10018,1.5765484994494,1.4771164039079583,0.49887539527694563,0.1543210374300304,0.0005295363614968,type4,type2
a02448,1.454390802840795,1.4773856607909104,0.47794907410991044,0.2178251350919601,0.0,type4,type4
a23840,1.454390802840795,1.4773976761899204,0.4779471153230222,0.0572116704513172,0.0,type4,type4
a01850,1.4585406712557232,1.477644697597297,0.4770155188284534,0.6343505884627398,0.0001574297290936,type4,type4
a29043,1.454738681104189,1.4773152279980186,0.47790384820006926,0.1184808594286769,0.0010590727229936,type4,type4
a04564,1.1150164595603635,1.4783932846976846,0.5120339348498074,0.2751040362138452,0.0006354436337961,type4,type4
a19193,1.4757796829738874,1.4798944829913085,0.47408468173704,0.3811635709436998,0.0006739553691777,type4,type3
a25790,1.459460797437752,1.480130180964872,0.4766785095562635,0.1877877192476675,0.0003530242409978,type4,type4
a23694,1.4701208349818993,1.4932508274203802,0.4728532246117504,0.5398589952753652,0.0009557485548967,type4,type3
a22916,1.4546028797614332,1.619912299049663,0.5020915052542293,0.1184808594286769,0.0,type4,type4
a27877,1.4543885090718174,1.477107282790112,0.47799483464378734,0.3771060524176572,0.001512961032848,type4,type4
a15883,1.1355014410910103,1.5157348491315192,0.48971719443092016,0.4247494381050215,0.0015297717109908,type4,type4
a23604,1.4543886880866284,1.4771138212040114,0.4779937393364439,0.1797500484060367,0.0010590727229936,type4,type4
a09024,1.454390802840795,1.477048340395157,0.47800407165990244,0.5176010717920992,0.0032757365618175,type4,type4
a24596,1.4543857806185836,1.4771154806087212,0.47799394283847485,0.1184808594286769,0.0010590727229936,type4,type4
a24227,1.4543880156378772,1.4771146924772847,0.47799370691727655,0.4519415655767826,0.0007246287052061,type4,type4
a29976,1.4552804241277717,1.4773238005480724,0.4778141675237092,0.5751539853159534,0.0014175281061607,type4,type4
a27430,1.4884014499841065,1.5018501602846737,0.4686026558695006,0.1797500484060367,0.0003530242409978,type4,type3
a12324,1.4543934428255172,1.4771259798598715,0.4779909815526344,0.5133719842802583,0.0002733090898048,type4,type4
a14894,1.4543759842467752,1.4786542607839372,0.47774476538864613,0.3842717893850941,0.0003258685301518,type4,type4
a25302,0.9926810016426245,1.3611905009622431,0.502208726095369,0.5242806758990518,9.851839283661818e-05,type4,type4
a23794,1.1368458733470725,1.4805998911970144,0.5105924218160094,0.6785385672980905,0.0003121477499349,type4,type4
a25296,1.0887685755206968,1.4810937636420047,0.5022509773758591,0.7870185072453872,0.0010171292488156,type4,type4
a22572,1.1168536594672276,1.4930420183764022,0.49502143208610605,0.30484574422241895,0.0007060484819957,type4,type4
a10060,1.454384772860334,1.4771129155052056,0.4779945254097281,0.1422626512374947,0.0031772181689809,type4,type4
a09864,1.454390802840795,1.477104386966892,0.47799493281171845,0.0572116704513172,0.0,type4,type4
a05211,1.1286390528608423,1.4938821137646339,0.4977048335188051,0.4949801074284124,0.0006258156999507,type4,type4
a12529,1.4612094044677797,1.4811066968952629,0.4762370180555617,0.8208413439081379,0.000620603124302,type4,type4
a03013,1.454390802840795,1.4802359623197912,0.47748485869661306,0.7257407266202132,0.0397245172238669,type4,type1
a01218,1.4578530075932146,1.4810964039360552,0.47678256753690484,0.1941105739537102,0.0015886090844904,type4,type4
a29433,1.0965335720098455,1.6057889989101197,0.5160539609690056,0.33261782388671135,0.0021181454459872,type4,type4
a31267,1.5129657065893822,1.524205769101719,0.46136342893552046,0.2132167302236738,0.0042362908919745,type4,type3
a21333,1.4601414410418427,1.4785320180194343,0.4768273392095799,0.3381286043621097,0.0006354436337961,type4,type4
a12418,1.4567763400797693,1.4785047136548997,0.47737842497472294,0.1184808594286769,0.0010590727229936,type4,type4
a23090,1.4560508605048113,1.4782087627812164,0.4775446027917517,1.0691544327397602,0.0011957972753473,type4,type4
a25430,1.456701424761359,1.4785050091917573,0.4773905610457595,0.3975368244962902,0.0003631106478835,type4,type4
a18129,1.4543886230121752,1.477114059660859,0.47799371106572125,0.1543210374300304,0.0005295363614968,type4,type4
a20897,1.4629218111774864,1.4784631578722702,0.4763877768582891,0.5851397856779157,1.779954156291841e-05,type4,type4
a22099,1.4660659355326837,1.477410802798568,0.4760492339016776,0.4175676066477766,0.0004236290891974,type4,type4
a00640,1.4543719133204505,1.477115705579725,0.47799616728919125,0.29823090783471373,0.0007060484819957,type4,type4
a30604,1.0280962326906025,1.477421344948477,0.49207035004146105,0.3460581152000244,6.619204518710283e-05,type4,type4
a25058,1.4639781361215727,1.5364359591423546,0.48210826622981867,0.5816313686667545,0.0035554584271929,type4,type1
a30259,1.4543850443725013,1.4774220136109906,0.4779440865572441,0.1994743216888119,0.0007060484819957,type4,type4
a09364,1.4544237985820265,1.5245009507028646,0.48626695758958366,0.2132167302236738,0.0007060484819957,type4,type4
a23514,1.45942527402303,1.4786518799975008,0.47692411493432463,0.8327950421290601,0.0002103637600466,type4,type4
a30470,1.4543839302159336,0.9848809796240778,0.47803179691494346,0.29823090783471373,0.0042362908919745,type4,type4
a10929,1.0209323219978323,1.4833969785885088,0.48282789759667377,0.4881077849096568,0.0018533772652388,type4,type4
a03304,1.4545174621435355,1.477239830450686,0.47793497897711845,0.5184663422855278,0.0006517370603037,type4,type4
a29395,1.4540591626222699,1.477888685545384,0.47792113600032765,0.3915783132390867,0.0018827959519887,type4,type4
a11633,1.5129626231988753,1.52420515558449,0.4613639905172814,0.2132167302236738,0.0042362908919745,type4,type3
a24733,1.4543898989187296,1.4771131877916286,0.47799364518576337,0.3755754384953351,0.0006354436337961,type4,type4
a25725,1.50355221701165,1.5097220375121028,0.4650223404611628,0.8764917420801778,0.0106182356123518,type4,type1
a03645,1.4589496462582092,1.479824233756767,0.4768110455244893,0.1877877192476675,0.0003530242409978,type4,type4
a00313,1.4543870368758425,1.4771167799666163,0.4779935261347486,0.37221340319255847,0.001323840903742,type4,type4
