ID,Predict,group_range,label,bad_probability
a28442,33,绝对Good区域,definitely_good,1.0
a30179,33,绝对Good区域,definitely_good,1.0
a31315,33,绝对Good区域,definitely_good,1.0
a00454,32,绝对Good区域,definitely_good,1.0
a02934,32,绝对Good区域,definitely_good,1.0
a04062,32,绝对Good区域,definitely_good,1.0
a04483,32,绝对Good区域,definitely_good,1.0
a07411,32,绝对Good区域,definitely_good,1.0
a08558,32,绝对Good区域,definitely_good,1.0
a08677,32,绝对Good区域,definitely_good,1.0
a11307,32,绝对Good区域,definitely_good,1.0
a12904,32,绝对Good区域,definitely_good,1.0
a13377,32,绝对Good区域,definitely_good,1.0
a15653,32,绝对Good区域,definitely_good,1.0
a18072,32,绝对Good区域,definitely_good,1.0
a19422,32,绝对Good区域,definitely_good,1.0
a19607,32,绝对Good区域,definitely_good,1.0
a20477,32,绝对Good区域,definitely_good,1.0
a20869,32,绝对Good区域,definitely_good,1.0
a21235,32,绝对Good区域,definitely_good,1.0
a22032,32,绝对Good区域,definitely_good,1.0
a23384,32,绝对Good区域,definitely_good,1.0
a23723,32,绝对Good区域,definitely_good,1.0
a25880,32,绝对Good区域,definitely_good,1.0
a26697,32,绝对Good区域,definitely_good,1.0
a30491,32,绝对Good区域,definitely_good,1.0
a01752,31,绝对Good区域,definitely_good,1.0
a02198,31,绝对Good区域,definitely_good,1.0
a03699,31,绝对Good区域,definitely_good,1.0
a04711,31,绝对Good区域,definitely_good,1.0
a05678,31,绝对Good区域,definitely_good,1.0
a05799,31,绝对Good区域,definitely_good,1.0
a07260,31,绝对Good区域,definitely_good,1.0
a08541,31,绝对Good区域,definitely_good,1.0
a09096,31,绝对Good区域,definitely_good,1.0
a12924,31,绝对Good区域,definitely_good,1.0
a14137,31,绝对Good区域,definitely_good,1.0
a17180,31,绝对Good区域,definitely_good,1.0
a17263,31,绝对Good区域,definitely_good,1.0
a17304,31,绝对Good区域,definitely_good,1.0
a17670,31,绝对Good区域,definitely_good,1.0
a19392,31,绝对Good区域,definitely_good,1.0
a21394,31,绝对Good区域,definitely_good,1.0
a22795,31,绝对Good区域,definitely_good,1.0
a24111,31,绝对Good区域,definitely_good,1.0
a25987,31,绝对Good区域,definitely_good,1.0
a26339,31,绝对Good区域,definitely_good,1.0
a26466,31,绝对Good区域,definitely_good,1.0
a00404,30,绝对Good区域,definitely_good,1.0
a01154,30,绝对Good区域,definitely_good,1.0
a01390,30,绝对Good区域,definitely_good,1.0
a04056,30,绝对Good区域,definitely_good,1.0
a07723,30,绝对Good区域,definitely_good,1.0
a08816,30,绝对Good区域,definitely_good,1.0
a11077,30,绝对Good区域,definitely_good,1.0
a11327,30,绝对Good区域,definitely_good,1.0
a12325,30,绝对Good区域,definitely_good,1.0
a18523,30,绝对Good区域,definitely_good,1.0
a19026,30,绝对Good区域,definitely_good,1.0
a19391,30,绝对Good区域,definitely_good,1.0
a20942,30,绝对Good区域,definitely_good,1.0
a21826,30,绝对Good区域,definitely_good,1.0
a25663,30,绝对Good区域,definitely_good,1.0
a26026,30,绝对Good区域,definitely_good,1.0
a26300,30,绝对Good区域,definitely_good,1.0
a07786,29,绝对Good区域,definitely_good,1.0
a08387,29,绝对Good区域,definitely_good,1.0
a14840,29,绝对Good区域,definitely_good,1.0
a16986,29,绝对Good区域,definitely_good,1.0
a17253,29,绝对Good区域,definitely_good,1.0
a24344,29,绝对Good区域,definitely_good,1.0
a25191,29,绝对Good区域,definitely_good,1.0
a26180,29,绝对Good区域,definitely_good,1.0
a28880,29,绝对Good区域,definitely_good,1.0
a00714,27,绝对Good区域,definitely_good,1.0
a04194,27,绝对Good区域,definitely_good,1.0
a11898,27,绝对Good区域,definitely_good,1.0
a15464,27,绝对Good区域,definitely_good,1.0
a20025,27,绝对Good区域,definitely_good,1.0
a23037,27,绝对Good区域,definitely_good,1.0
a23379,27,绝对Good区域,definitely_good,1.0
a06251,26,绝对Good区域,definitely_good,1.0
a14886,26,绝对Good区域,definitely_good,1.0
a16325,26,绝对Good区域,definitely_good,1.0
a20549,26,绝对Good区域,definitely_good,1.0
a27140,26,绝对Good区域,definitely_good,1.0
a02614,25,绝对Good区域,definitely_good,1.0
a03385,25,绝对Good区域,definitely_good,1.0
a09085,25,绝对Good区域,definitely_good,1.0
a09587,25,绝对Good区域,definitely_good,1.0
a09660,25,绝对Good区域,definitely_good,1.0
a11177,25,绝对Good区域,definitely_good,1.0
a14815,25,绝对Good区域,definitely_good,1.0
a15057,25,绝对Good区域,definitely_good,1.0
a16243,25,绝对Good区域,definitely_good,1.0
a16267,25,绝对Good区域,definitely_good,1.0
a17105,25,绝对Good区域,definitely_good,1.0
a18517,25,绝对Good区域,definitely_good,1.0
a19659,25,绝对Good区域,definitely_good,1.0
a20830,25,绝对Good区域,definitely_good,1.0
a23473,25,绝对Good区域,definitely_good,1.0
a27843,25,绝对Good区域,definitely_good,1.0
a28353,25,绝对Good区域,definitely_good,1.0
a28860,25,绝对Good区域,definitely_good,1.0
a03937,24,绝对Good区域,definitely_good,1.0
a04827,24,绝对Good区域,definitely_good,1.0
a09411,24,绝对Good区域,definitely_good,1.0
a10552,24,绝对Good区域,definitely_good,1.0
a16965,24,绝对Good区域,definitely_good,1.0
a17602,24,绝对Good区域,definitely_good,1.0
a21150,24,绝对Good区域,definitely_good,1.0
a21750,24,绝对Good区域,definitely_good,1.0
a23876,24,绝对Good区域,definitely_good,1.0
a24475,24,绝对Good区域,definitely_good,1.0
a24990,24,绝对Good区域,definitely_good,1.0
a00979,23,绝对Good区域,definitely_good,1.0
a01305,23,绝对Good区域,definitely_good,1.0
a01319,23,绝对Good区域,definitely_good,1.0
a02735,23,绝对Good区域,definitely_good,1.0
a03213,23,绝对Good区域,definitely_good,1.0
a18862,23,绝对Good区域,definitely_good,1.0
a21009,23,绝对Good区域,definitely_good,1.0
a21526,23,绝对Good区域,definitely_good,1.0
a22931,23,绝对Good区域,definitely_good,1.0
a24121,23,绝对Good区域,definitely_good,1.0
a28962,23,绝对Good区域,definitely_good,1.0
a02560,22,绝对Good区域,definitely_good,1.0
a04539,22,绝对Good区域,definitely_good,1.0
a08866,22,绝对Good区域,definitely_good,1.0
a09485,22,绝对Good区域,definitely_good,1.0
a09493,22,绝对Good区域,definitely_good,1.0
a09737,22,绝对Good区域,definitely_good,1.0
a11525,22,绝对Good区域,definitely_good,1.0
a15025,22,绝对Good区域,definitely_good,1.0
a15509,22,绝对Good区域,definitely_good,1.0
a15515,22,绝对Good区域,definitely_good,1.0
a15985,22,绝对Good区域,definitely_good,1.0
a18271,22,绝对Good区域,definitely_good,1.0
a19081,22,绝对Good区域,definitely_good,1.0
a19106,22,绝对Good区域,definitely_good,1.0
a19380,22,绝对Good区域,definitely_good,1.0
a20464,22,绝对Good区域,definitely_good,1.0
a20676,22,绝对Good区域,definitely_good,1.0
a20809,22,绝对Good区域,definitely_good,1.0
a21170,22,绝对Good区域,definitely_good,1.0
a21512,22,绝对Good区域,definitely_good,1.0
a24589,22,绝对Good区域,definitely_good,1.0
a00531,21,绝对Good区域,definitely_good,1.0
a11707,21,绝对Good区域,definitely_good,1.0
a15470,21,绝对Good区域,definitely_good,1.0
a19040,21,绝对Good区域,definitely_good,1.0
a24612,21,绝对Good区域,definitely_good,1.0
a25790,21,绝对Good区域,definitely_good,1.0
a26962,21,绝对Good区域,definitely_good,1.0
a29449,21,绝对Good区域,definitely_good,1.0
a29733,21,绝对Good区域,definitely_good,1.0
a30145,21,绝对Good区域,definitely_good,1.0
a00134,20,绝对Good区域,definitely_good,1.0
a02812,20,绝对Good区域,definitely_good,1.0
a03576,20,绝对Good区域,definitely_good,1.0
a07398,20,绝对Good区域,definitely_good,1.0
a08841,20,绝对Good区域,definitely_good,1.0
a08848,20,绝对Good区域,definitely_good,1.0
a09043,20,绝对Good区域,definitely_good,1.0
a13194,20,绝对Good区域,definitely_good,1.0
a15342,20,绝对Good区域,definitely_good,1.0
a19915,20,绝对Good区域,definitely_good,1.0
a23818,20,绝对Good区域,definitely_good,1.0
a26667,20,绝对Good区域,definitely_good,1.0
a27486,20,绝对Good区域,definitely_good,1.0
a30405,20,绝对Good区域,definitely_good,1.0
a30446,20,绝对Good区域,definitely_good,1.0
a07288,19,绝对Good区域,definitely_good,1.0
a07376,19,绝对Good区域,definitely_good,1.0
a07916,19,绝对Good区域,definitely_good,1.0
a12573,19,绝对Good区域,definitely_good,1.0
a16615,19,绝对Good区域,definitely_good,1.0
a19073,19,绝对Good区域,definitely_good,1.0
a20137,19,绝对Good区域,definitely_good,1.0
a27396,19,绝对Good区域,definitely_good,1.0
a27761,19,绝对Good区域,definitely_good,1.0
a27899,19,绝对Good区域,definitely_good,1.0
a00094,18,绝对Good区域,definitely_good,1.0
a02859,18,绝对Good区域,definitely_good,1.0
a06422,18,绝对Good区域,definitely_good,1.0
a06709,18,绝对Good区域,definitely_good,1.0
a07875,18,绝对Good区域,definitely_good,1.0
a08939,18,绝对Good区域,definitely_good,1.0
a09548,18,绝对Good区域,definitely_good,1.0
a13378,18,绝对Good区域,definitely_good,1.0
a15164,18,绝对Good区域,definitely_good,1.0
a15180,18,绝对Good区域,definitely_good,1.0
a15983,18,绝对Good区域,definitely_good,1.0
a19080,18,绝对Good区域,definitely_good,1.0
a20181,18,绝对Good区域,definitely_good,1.0
a23199,18,绝对Good区域,definitely_good,1.0
a26863,18,绝对Good区域,definitely_good,1.0
a27611,18,绝对Good区域,definitely_good,1.0
a28256,18,绝对Good区域,definitely_good,1.0
a29515,18,绝对Good区域,definitely_good,1.0
a00095,17,绝对Good区域,definitely_good,1.0
a00555,17,绝对Good区域,definitely_good,1.0
a01991,17,绝对Good区域,definitely_good,1.0
a02171,17,绝对Good区域,definitely_good,1.0
a02715,17,绝对Good区域,definitely_good,1.0
a03283,17,绝对Good区域,definitely_good,1.0
a03296,17,绝对Good区域,definitely_good,1.0
a03375,17,绝对Good区域,definitely_good,1.0
a03601,17,绝对Good区域,definitely_good,1.0
a03864,17,绝对Good区域,definitely_good,1.0
a03982,17,绝对Good区域,definitely_good,1.0
a04066,17,绝对Good区域,definitely_good,1.0
a04246,17,绝对Good区域,definitely_good,1.0
a04609,17,绝对Good区域,definitely_good,1.0
a04694,17,绝对Good区域,definitely_good,1.0
a05001,17,绝对Good区域,definitely_good,1.0
a05067,17,绝对Good区域,definitely_good,1.0
a05218,17,绝对Good区域,definitely_good,1.0
a05852,17,绝对Good区域,definitely_good,1.0
a06321,17,绝对Good区域,definitely_good,1.0
a06452,17,绝对Good区域,definitely_good,1.0
a06564,17,绝对Good区域,definitely_good,1.0
a06604,17,绝对Good区域,definitely_good,1.0
a06657,17,绝对Good区域,definitely_good,1.0
a06931,17,绝对Good区域,definitely_good,1.0
a07089,17,绝对Good区域,definitely_good,1.0
a08090,17,绝对Good区域,definitely_good,1.0
a08202,17,绝对Good区域,definitely_good,1.0
a08284,17,绝对Good区域,definitely_good,1.0
a08411,17,绝对Good区域,definitely_good,1.0
a08578,17,绝对Good区域,definitely_good,1.0
a08771,17,绝对Good区域,definitely_good,1.0
a09398,17,绝对Good区域,definitely_good,1.0
a09637,17,绝对Good区域,definitely_good,1.0
a10422,17,绝对Good区域,definitely_good,1.0
a10585,17,绝对Good区域,definitely_good,1.0
a10954,17,绝对Good区域,definitely_good,1.0
a11877,17,绝对Good区域,definitely_good,1.0
a12557,17,绝对Good区域,definitely_good,1.0
a12576,17,绝对Good区域,definitely_good,1.0
a12769,17,绝对Good区域,definitely_good,1.0
a13137,17,绝对Good区域,definitely_good,1.0
a13565,17,绝对Good区域,definitely_good,1.0
a14469,17,绝对Good区域,definitely_good,1.0
a15052,17,绝对Good区域,definitely_good,1.0
a15211,17,绝对Good区域,definitely_good,1.0
a15476,17,绝对Good区域,definitely_good,1.0
a15921,17,绝对Good区域,definitely_good,1.0
a15994,17,绝对Good区域,definitely_good,1.0
a16523,17,绝对Good区域,definitely_good,1.0
a16901,17,绝对Good区域,definitely_good,1.0
a17328,17,绝对Good区域,definitely_good,1.0
a17369,17,绝对Good区域,definitely_good,1.0
a17435,17,绝对Good区域,definitely_good,1.0
a17848,17,绝对Good区域,definitely_good,1.0
a18071,17,绝对Good区域,definitely_good,1.0
a18078,17,绝对Good区域,definitely_good,1.0
a19195,17,绝对Good区域,definitely_good,1.0
a19488,17,绝对Good区域,definitely_good,1.0
a19849,17,绝对Good区域,definitely_good,1.0
a19877,17,绝对Good区域,definitely_good,1.0
a20484,17,绝对Good区域,definitely_good,1.0
a21030,17,绝对Good区域,definitely_good,1.0
a21094,17,绝对Good区域,definitely_good,1.0
a21244,17,绝对Good区域,definitely_good,1.0
a21358,17,绝对Good区域,definitely_good,1.0
a21765,17,绝对Good区域,definitely_good,1.0
a22024,17,绝对Good区域,definitely_good,1.0
a22147,17,绝对Good区域,definitely_good,1.0
a22162,17,绝对Good区域,definitely_good,1.0
a22345,17,绝对Good区域,definitely_good,1.0
a22441,17,绝对Good区域,definitely_good,1.0
a22570,17,绝对Good区域,definitely_good,1.0
a22613,17,绝对Good区域,definitely_good,1.0
a22854,17,绝对Good区域,definitely_good,1.0
a23815,17,绝对Good区域,definitely_good,1.0
a23921,17,绝对Good区域,definitely_good,1.0
a23935,17,绝对Good区域,definitely_good,1.0
a23947,17,绝对Good区域,definitely_good,1.0
a23965,17,绝对Good区域,definitely_good,1.0
a24987,17,绝对Good区域,definitely_good,1.0
a25122,17,绝对Good区域,definitely_good,1.0
a25204,17,绝对Good区域,definitely_good,1.0
a25640,17,绝对Good区域,definitely_good,1.0
a25652,17,绝对Good区域,definitely_good,1.0
a25879,17,绝对Good区域,definitely_good,1.0
a25883,17,绝对Good区域,definitely_good,1.0
a26325,17,绝对Good区域,definitely_good,1.0
a26720,17,绝对Good区域,definitely_good,1.0
a26791,17,绝对Good区域,definitely_good,1.0
a27308,17,绝对Good区域,definitely_good,1.0
a27411,17,绝对Good区域,definitely_good,1.0
a27430,17,绝对Good区域,definitely_good,1.0
a27637,17,绝对Good区域,definitely_good,1.0
a28121,17,绝对Good区域,definitely_good,1.0
a28273,17,绝对Good区域,definitely_good,1.0
a28610,17,绝对Good区域,definitely_good,1.0
a28800,17,绝对Good区域,definitely_good,1.0
a29719,17,绝对Good区域,definitely_good,1.0
a30287,17,绝对Good区域,definitely_good,1.0
a30290,17,绝对Good区域,definitely_good,1.0
a30882,17,绝对Good区域,definitely_good,1.0
a31035,17,绝对Good区域,definitely_good,1.0
a31446,17,绝对Good区域,definitely_good,1.0
a00518,16,绝对Good区域,definitely_good,1.0
a03343,16,绝对Good区域,definitely_good,1.0
a03441,16,绝对Good区域,definitely_good,1.0
a03824,16,绝对Good区域,definitely_good,1.0
a04603,16,绝对Good区域,definitely_good,1.0
a04881,16,绝对Good区域,definitely_good,1.0
a06702,16,绝对Good区域,definitely_good,1.0
a07933,16,绝对Good区域,definitely_good,1.0
a09301,16,绝对Good区域,definitely_good,1.0
a10346,16,绝对Good区域,definitely_good,1.0
a11118,16,绝对Good区域,definitely_good,1.0
a13084,16,绝对Good区域,definitely_good,1.0
a13414,16,绝对Good区域,definitely_good,1.0
a14489,16,绝对Good区域,definitely_good,1.0
a14650,16,绝对Good区域,definitely_good,1.0
a14903,16,绝对Good区域,definitely_good,1.0
a14921,16,绝对Good区域,definitely_good,1.0
a14942,16,绝对Good区域,definitely_good,1.0
a15528,16,绝对Good区域,definitely_good,1.0
a15811,16,绝对Good区域,definitely_good,1.0
a16058,16,绝对Good区域,definitely_good,1.0
a17772,16,绝对Good区域,definitely_good,1.0
a19717,16,绝对Good区域,definitely_good,1.0
a19781,16,绝对Good区域,definitely_good,1.0
a20083,16,绝对Good区域,definitely_good,1.0
a20101,16,绝对Good区域,definitely_good,1.0
a23164,16,绝对Good区域,definitely_good,1.0
a23404,16,绝对Good区域,definitely_good,1.0
a24897,16,绝对Good区域,definitely_good,1.0
a25051,16,绝对Good区域,definitely_good,1.0
a25242,16,绝对Good区域,definitely_good,1.0
a26135,16,绝对Good区域,definitely_good,1.0
a26308,16,绝对Good区域,definitely_good,1.0
a26336,16,绝对Good区域,definitely_good,1.0
a27260,16,绝对Good区域,definitely_good,1.0
a27384,16,绝对Good区域,definitely_good,1.0
a28488,16,绝对Good区域,definitely_good,1.0
a29218,16,绝对Good区域,definitely_good,1.0
a29857,16,绝对Good区域,definitely_good,1.0
a00165,15,绝对Good区域,definitely_good,1.0
a01232,15,绝对Good区域,definitely_good,1.0
a02921,15,绝对Good区域,definitely_good,1.0
a03025,15,绝对Good区域,definitely_good,1.0
a03348,15,绝对Good区域,definitely_good,1.0
a03863,15,绝对Good区域,definitely_good,1.0
a04155,15,绝对Good区域,definitely_good,1.0
a05141,15,绝对Good区域,definitely_good,1.0
a08565,15,绝对Good区域,definitely_good,1.0
a08675,15,绝对Good区域,definitely_good,1.0
a09084,15,绝对Good区域,definitely_good,1.0
a11706,15,绝对Good区域,definitely_good,1.0
a11766,15,绝对Good区域,definitely_good,1.0
a12594,15,绝对Good区域,definitely_good,1.0
a12937,15,绝对Good区域,definitely_good,1.0
a15805,15,绝对Good区域,definitely_good,1.0
a15885,15,绝对Good区域,definitely_good,1.0
a17870,15,绝对Good区域,definitely_good,1.0
a18188,15,绝对Good区域,definitely_good,1.0
a19414,15,绝对Good区域,definitely_good,1.0
a20069,15,绝对Good区域,definitely_good,1.0
a20255,15,绝对Good区域,definitely_good,1.0
a22130,15,绝对Good区域,definitely_good,1.0
a22997,15,绝对Good区域,definitely_good,1.0
a23541,15,绝对Good区域,definitely_good,1.0
a23917,15,绝对Good区域,definitely_good,1.0
a25852,15,绝对Good区域,definitely_good,1.0
a25980,15,绝对Good区域,definitely_good,1.0
a26262,15,绝对Good区域,definitely_good,1.0
a29238,15,绝对Good区域,definitely_good,1.0
a30741,15,绝对Good区域,definitely_good,1.0
a31294,15,绝对Good区域,definitely_good,1.0
a31424,15,绝对Good区域,definitely_good,1.0
a31438,15,绝对Good区域,definitely_good,1.0
a00175,14,绝对Good区域,definitely_good,1.0
a00264,14,绝对Good区域,definitely_good,1.0
a02990,14,绝对Good区域,definitely_good,1.0
a02997,14,绝对Good区域,definitely_good,1.0
a03329,14,绝对Good区域,definitely_good,1.0
a05617,14,绝对Good区域,definitely_good,1.0
a09388,14,绝对Good区域,definitely_good,1.0
a11437,14,绝对Good区域,definitely_good,1.0
a14222,14,绝对Good区域,definitely_good,1.0
a16180,14,绝对Good区域,definitely_good,1.0
a16948,14,绝对Good区域,definitely_good,1.0
a17692,14,绝对Good区域,definitely_good,1.0
a18456,14,绝对Good区域,definitely_good,1.0
a22839,14,绝对Good区域,definitely_good,1.0
a25104,14,绝对Good区域,definitely_good,1.0
a26718,14,绝对Good区域,definitely_good,1.0
a27435,14,绝对Good区域,definitely_good,1.0
a28237,14,绝对Good区域,definitely_good,1.0
a29832,14,绝对Good区域,definitely_good,1.0
a30155,14,绝对Good区域,definitely_good,1.0
a30558,14,绝对Good区域,definitely_good,1.0
a01043,13,绝对Good区域,definitely_good,1.0
a01672,13,绝对Good区域,definitely_good,1.0
a01894,13,绝对Good区域,definitely_good,1.0
a02088,13,绝对Good区域,definitely_good,1.0
a02526,13,绝对Good区域,definitely_good,1.0
a03896,13,绝对Good区域,definitely_good,1.0
a04800,13,绝对Good区域,definitely_good,1.0
a06169,13,绝对Good区域,definitely_good,1.0
a06569,13,绝对Good区域,definitely_good,1.0
a07861,13,绝对Good区域,definitely_good,1.0
a10105,13,绝对Good区域,definitely_good,1.0
a11154,13,绝对Good区域,definitely_good,1.0
a12107,13,绝对Good区域,definitely_good,1.0
a12778,13,绝对Good区域,definitely_good,1.0
a13832,13,绝对Good区域,definitely_good,1.0
a14657,13,绝对Good区域,definitely_good,1.0
a14879,13,绝对Good区域,definitely_good,1.0
a14973,13,绝对Good区域,definitely_good,1.0
a15893,13,绝对Good区域,definitely_good,1.0
a16177,13,绝对Good区域,definitely_good,1.0
a17995,13,绝对Good区域,definitely_good,1.0
a18390,13,绝对Good区域,definitely_good,1.0
a18920,13,绝对Good区域,definitely_good,1.0
a19462,13,绝对Good区域,definitely_good,1.0
a19494,13,绝对Good区域,definitely_good,1.0
a19801,13,绝对Good区域,definitely_good,1.0
a21659,13,绝对Good区域,definitely_good,1.0
a22273,13,绝对Good区域,definitely_good,1.0
a22522,13,绝对Good区域,definitely_good,1.0
a23827,13,绝对Good区域,definitely_good,1.0
a24246,13,绝对Good区域,definitely_good,1.0
a25181,13,绝对Good区域,definitely_good,1.0
a26934,13,绝对Good区域,definitely_good,1.0
a27618,13,绝对Good区域,definitely_good,1.0
a28036,13,绝对Good区域,definitely_good,1.0
a28112,13,绝对Good区域,definitely_good,1.0
a28863,13,绝对Good区域,definitely_good,1.0
a02617,12,绝对Good区域,definitely_good,1.0
a04005,12,绝对Good区域,definitely_good,1.0
a04511,12,绝对Good区域,definitely_good,1.0
a06010,12,绝对Good区域,definitely_good,1.0
a08346,12,绝对Good区域,definitely_good,1.0
a10615,12,绝对Good区域,definitely_good,1.0
a10803,12,绝对Good区域,definitely_good,1.0
a11502,12,绝对Good区域,definitely_good,1.0
a13173,12,绝对Good区域,definitely_good,1.0
a14926,12,绝对Good区域,definitely_good,1.0
a16105,12,绝对Good区域,definitely_good,1.0
a16723,12,绝对Good区域,definitely_good,1.0
a16728,12,绝对Good区域,definitely_good,1.0
a17074,12,绝对Good区域,definitely_good,1.0
a18054,12,绝对Good区域,definitely_good,1.0
a20284,12,绝对Good区域,definitely_good,1.0
a22259,12,绝对Good区域,definitely_good,1.0
a22281,12,绝对Good区域,definitely_good,1.0
a22538,12,绝对Good区域,definitely_good,1.0
a22608,12,绝对Good区域,definitely_good,1.0
a24244,12,绝对Good区域,definitely_good,1.0
a25295,12,绝对Good区域,definitely_good,1.0
a25489,12,绝对Good区域,definitely_good,1.0
a26752,12,绝对Good区域,definitely_good,1.0
a27421,12,绝对Good区域,definitely_good,1.0
a28691,12,绝对Good区域,definitely_good,1.0
a29304,12,绝对Good区域,definitely_good,1.0
a30562,12,绝对Good区域,definitely_good,1.0
a31322,12,绝对Good区域,definitely_good,1.0
a00009,11,绝对Good区域,definitely_good,1.0
a01323,11,绝对Good区域,definitely_good,1.0
a03293,11,绝对Good区域,definitely_good,1.0
a03330,11,绝对Good区域,definitely_good,1.0
a04301,11,绝对Good区域,definitely_good,1.0
a05703,11,绝对Good区域,definitely_good,1.0
a06330,11,绝对Good区域,definitely_good,1.0
a08072,11,绝对Good区域,definitely_good,1.0
a09675,11,绝对Good区域,definitely_good,1.0
a10163,11,绝对Good区域,definitely_good,1.0
a10677,11,绝对Good区域,definitely_good,1.0
a12883,11,绝对Good区域,definitely_good,1.0
a13572,11,绝对Good区域,definitely_good,1.0
a15150,11,绝对Good区域,definitely_good,1.0
a16281,11,绝对Good区域,definitely_good,1.0
a16792,11,绝对Good区域,definitely_good,1.0
a17664,11,绝对Good区域,definitely_good,1.0
a19066,11,绝对Good区域,definitely_good,1.0
a20768,11,绝对Good区域,definitely_good,1.0
a22878,11,绝对Good区域,definitely_good,1.0
a24726,11,绝对Good区域,definitely_good,1.0
a26737,11,绝对Good区域,definitely_good,1.0
a27031,11,绝对Good区域,definitely_good,1.0
a27557,11,绝对Good区域,definitely_good,1.0
a31214,11,绝对Good区域,definitely_good,1.0
a02798,10,绝对Good区域,definitely_good,1.0
a05019,10,绝对Good区域,definitely_good,1.0
a05309,10,绝对Good区域,definitely_good,1.0
a07062,10,绝对Good区域,definitely_good,1.0
a11935,10,绝对Good区域,definitely_good,1.0
a12108,10,绝对Good区域,definitely_good,1.0
a15412,10,绝对Good区域,definitely_good,1.0
a16521,10,绝对Good区域,definitely_good,1.0
a19219,10,绝对Good区域,definitely_good,1.0
a20449,10,绝对Good区域,definitely_good,1.0
a23241,10,绝对Good区域,definitely_good,1.0
a23356,10,绝对Good区域,definitely_good,1.0
a25500,10,绝对Good区域,definitely_good,1.0
a26671,10,绝对Good区域,definitely_good,1.0
a27095,10,绝对Good区域,definitely_good,1.0
a28650,10,绝对Good区域,definitely_good,1.0
a29584,10,绝对Good区域,definitely_good,1.0
a29715,10,绝对Good区域,definitely_good,1.0
a30486,10,绝对Good区域,definitely_good,1.0
a00819,9,绝对Good区域,definitely_good,1.0
a01459,9,绝对Good区域,definitely_good,1.0
a04284,9,绝对Good区域,definitely_good,1.0
a04430,9,绝对Good区域,definitely_good,1.0
a04618,9,绝对Good区域,definitely_good,1.0
a05044,9,绝对Good区域,definitely_good,1.0
a06177,9,绝对Good区域,definitely_good,1.0
a07138,9,绝对Good区域,definitely_good,1.0
a07176,9,绝对Good区域,definitely_good,1.0
a07305,9,绝对Good区域,definitely_good,1.0
a07480,9,绝对Good区域,definitely_good,1.0
a07550,9,绝对Good区域,definitely_good,1.0
a08133,9,绝对Good区域,definitely_good,1.0
a09097,9,绝对Good区域,definitely_good,1.0
a09135,9,绝对Good区域,definitely_good,1.0
a10366,9,绝对Good区域,definitely_good,1.0
a10969,9,绝对Good区域,definitely_good,1.0
a14206,9,绝对Good区域,definitely_good,1.0
a15223,9,绝对Good区域,definitely_good,1.0
a16134,9,绝对Good区域,definitely_good,1.0
a17923,9,绝对Good区域,definitely_good,1.0
a21246,9,绝对Good区域,definitely_good,1.0
a21264,9,绝对Good区域,definitely_good,1.0
a21340,9,绝对Good区域,definitely_good,1.0
a22244,9,绝对Good区域,definitely_good,1.0
a22547,9,绝对Good区域,definitely_good,1.0
a24062,9,绝对Good区域,definitely_good,1.0
a26124,9,绝对Good区域,definitely_good,1.0
a26935,9,绝对Good区域,definitely_good,1.0
a27906,9,绝对Good区域,definitely_good,1.0
a00297,8,绝对Good区域,definitely_good,1.0
a01286,8,绝对Good区域,definitely_good,1.0
a01563,8,绝对Good区域,definitely_good,1.0
a01787,8,绝对Good区域,definitely_good,1.0
a02404,8,绝对Good区域,definitely_good,1.0
a04803,8,绝对Good区域,definitely_good,1.0
a04966,8,绝对Good区域,definitely_good,1.0
a06712,8,绝对Good区域,definitely_good,1.0
a07161,8,绝对Good区域,definitely_good,1.0
a07385,8,绝对Good区域,definitely_good,1.0
a08325,8,绝对Good区域,definitely_good,1.0
a08737,8,绝对Good区域,definitely_good,1.0
a10753,8,绝对Good区域,definitely_good,1.0
a11587,8,绝对Good区域,definitely_good,1.0
a13385,8,绝对Good区域,definitely_good,1.0
a15938,8,绝对Good区域,definitely_good,1.0
a16187,8,绝对Good区域,definitely_good,1.0
a17265,8,绝对Good区域,definitely_good,1.0
a17385,8,绝对Good区域,definitely_good,1.0
a17619,8,绝对Good区域,definitely_good,1.0
a18492,8,绝对Good区域,definitely_good,1.0
a18724,8,绝对Good区域,definitely_good,1.0
a22051,8,绝对Good区域,definitely_good,1.0
a22120,8,绝对Good区域,definitely_good,1.0
a22173,8,绝对Good区域,definitely_good,1.0
a23744,8,绝对Good区域,definitely_good,1.0
a25711,8,绝对Good区域,definitely_good,1.0
a26361,8,绝对Good区域,definitely_good,1.0
a26796,8,绝对Good区域,definitely_good,1.0
a27263,8,绝对Good区域,definitely_good,1.0
a29084,8,绝对Good区域,definitely_good,1.0
a29347,8,绝对Good区域,definitely_good,1.0
a30098,8,绝对Good区域,definitely_good,1.0
a30361,8,绝对Good区域,definitely_good,1.0
a00385,7,绝对Good区域,definitely_good,1.0
a01255,7,绝对Good区域,definitely_good,1.0
a03100,7,绝对Good区域,definitely_good,1.0
a06775,7,绝对Good区域,definitely_good,1.0
a07443,7,绝对Good区域,definitely_good,1.0
a08011,7,绝对Good区域,definitely_good,1.0
a08188,7,绝对Good区域,definitely_good,1.0
a11423,7,绝对Good区域,definitely_good,1.0
a13450,7,绝对Good区域,definitely_good,1.0
a13750,7,绝对Good区域,definitely_good,1.0
