account,volume_category
a16621,no_transactions
a06189,no_transactions
a18834,no_transactions
a01143,no_transactions
a16796,no_transactions
a12692,no_transactions
a24071,no_transactions
a07652,no_transactions
a13916,no_transactions
a28355,no_transactions
a31407,medium_volume
a30207,low_volume
a04133,no_transactions
a13439,medium_volume
a27800,no_transactions
a05580,medium_volume
a08562,medium_volume
a08074,medium_volume
a18475,medium_volume
a03435,no_transactions
a06490,low_volume
a27837,no_transactions
a26593,no_transactions
a08790,low_volume
a05520,low_volume
a21927,medium_volume
a15925,medium_volume
a04151,low_volume
a05051,no_transactions
a04903,no_transactions
a16979,no_transactions
a24568,medium_volume
a18694,no_transactions
a21078,no_transactions
a31223,no_transactions
a07743,low_volume
a24622,no_transactions
a05923,medium_volume
a23747,no_transactions
a13764,low_volume
a07671,no_transactions
a05207,low_volume
a26923,medium_volume
a14923,no_transactions
a17431,medium_volume
a04350,low_volume
a18140,low_volume
a10219,low_volume
a29051,no_transactions
a26146,medium_volume
a12885,medium_volume
a16147,no_transactions
a08172,no_transactions
a16644,medium_volume
a30255,low_volume
a24647,no_transactions
a26685,medium_volume
a15572,no_transactions
a00068,no_transactions
a05025,low_volume
a06004,no_transactions
a17356,no_transactions
a15991,no_transactions
a30374,medium_volume
a06270,no_transactions
a07039,low_volume
a04343,no_transactions
a04989,no_transactions
a24950,medium_volume
a10594,low_volume
a30120,no_transactions
a22142,low_volume
a29825,no_transactions
a15269,no_transactions
a11140,low_volume
a20500,no_transactions
a10573,low_volume
a24345,no_transactions
a26073,no_transactions
a18001,no_transactions
a16177,no_transactions
a08731,no_transactions
a24313,low_volume
a23331,medium_volume
a09081,medium_volume
a14768,no_transactions
a16043,medium_volume
a00494,low_volume
a30419,medium_volume
a12795,no_transactions
a23633,no_transactions
a29584,no_transactions
a05972,medium_volume
a00160,medium_volume
a00167,no_transactions
a02895,low_volume
a09934,no_transactions
a16676,no_transactions
a21424,no_transactions
a17973,medium_volume
a31400,no_transactions
a01490,no_transactions
a28747,medium_volume
a27371,no_transactions
a10633,low_volume
a08513,no_transactions
a25326,no_transactions
a15545,medium_volume
a17403,medium_volume
a17443,low_volume
a29643,no_transactions
a04852,no_transactions
a25653,no_transactions
a11307,no_transactions
a05055,medium_volume
a30567,no_transactions
a17481,no_transactions
a00110,medium_volume
a15311,no_transactions
a13751,medium_volume
a14338,no_transactions
a13253,no_transactions
a25936,medium_volume
a03242,no_transactions
a27303,no_transactions
a21488,medium_volume
a30065,low_volume
a09780,low_volume
a14476,no_transactions
a25828,low_volume
a06409,no_transactions
a19012,no_transactions
a16016,no_transactions
a18840,medium_volume
a03421,no_transactions
a28140,low_volume
a12949,medium_volume
a16446,low_volume
a11751,no_transactions
a10581,low_volume
a16275,no_transactions
a02253,no_transactions
a11373,no_transactions
a23029,no_transactions
a13314,no_transactions
a17514,no_transactions
a25643,medium_volume
a02715,medium_volume
a19169,medium_volume
a29008,medium_volume
a01628,no_transactions
a03930,medium_volume
a12035,no_transactions
a22004,low_volume
a07677,medium_volume
a12485,medium_volume
a06431,medium_volume
a01686,no_transactions
a20809,no_transactions
a05659,medium_volume
a10808,medium_volume
a27159,low_volume
a12873,no_transactions
a05112,low_volume
a26497,medium_volume
a30969,medium_volume
a17495,no_transactions
a10208,no_transactions
a03266,medium_volume
a31344,no_transactions
a27999,low_volume
a26057,no_transactions
a15849,no_transactions
a13726,medium_volume
a18618,medium_volume
a18053,low_volume
a12460,no_transactions
a11103,no_transactions
a22412,no_transactions
a10120,medium_volume
a08514,medium_volume
a26195,medium_volume
a18906,no_transactions
a22420,no_transactions
a24253,low_volume
a27257,medium_volume
a10933,low_volume
a27044,no_transactions
a10672,low_volume
a14298,no_transactions
a05079,medium_volume
a29943,no_transactions
a09695,medium_volume
a17243,no_transactions
a10069,no_transactions
a18051,no_transactions
a20414,low_volume
a30674,low_volume
a08303,no_transactions
a29782,no_transactions
a03558,medium_volume
a13717,no_transactions
a26320,no_transactions
a00295,medium_volume
a27477,medium_volume
a03904,no_transactions
a10985,low_volume
a16468,low_volume
a29347,low_volume
a05953,no_transactions
a31456,medium_volume
a02964,medium_volume
a25313,no_transactions
a25397,medium_volume
a14224,low_volume
a15209,medium_volume
a19074,no_transactions
a12724,medium_volume
a10186,medium_volume
a25781,no_transactions
a20599,no_transactions
a07983,medium_volume
a19962,no_transactions
a02572,no_transactions
a03255,low_volume
a25182,medium_volume
a04245,no_transactions
a09873,medium_volume
a26009,no_transactions
a02991,medium_volume
a06083,no_transactions
a09919,no_transactions
a00618,no_transactions
a08269,no_transactions
a07738,no_transactions
a24537,medium_volume
a27621,no_transactions
a12040,no_transactions
a07669,no_transactions
a03555,low_volume
a20706,medium_volume
a00252,no_transactions
a24986,medium_volume
a28839,low_volume
a09922,medium_volume
a16958,no_transactions
a28951,no_transactions
a07606,low_volume
a23441,medium_volume
a05690,no_transactions
a20448,no_transactions
a19135,no_transactions
a17388,no_transactions
a26354,medium_volume
a23929,no_transactions
a07381,medium_volume
a20925,no_transactions
a29462,medium_volume
a10669,low_volume
a08997,no_transactions
a30472,no_transactions
a20105,no_transactions
a08643,medium_volume
a29966,low_volume
a21243,medium_volume
a25897,no_transactions
a23423,no_transactions
a08026,low_volume
a12532,no_transactions
a18350,no_transactions
a18170,medium_volume
a12435,low_volume
a13711,medium_volume
a25136,medium_volume
a13294,no_transactions
a25548,no_transactions
a25768,no_transactions
a26414,no_transactions
a08130,medium_volume
a16727,no_transactions
a24976,no_transactions
a29079,medium_volume
a08240,no_transactions
a15157,low_volume
a23848,medium_volume
a24547,no_transactions
a16601,low_volume
a07528,no_transactions
a30545,no_transactions
a09634,medium_volume
a04888,medium_volume
a18311,medium_volume
a15943,no_transactions
a09752,no_transactions
a10288,medium_volume
a05636,no_transactions
a17537,no_transactions
a22491,no_transactions
a03068,no_transactions
a08725,medium_volume
a18864,no_transactions
a18905,medium_volume
a06978,medium_volume
a08582,no_transactions
a18406,low_volume
a12225,no_transactions
a14399,no_transactions
a30839,no_transactions
a14251,medium_volume
a13377,low_volume
a12291,no_transactions
a09309,medium_volume
a05569,no_transactions
a15270,no_transactions
a17532,no_transactions
a10857,medium_volume
a15619,no_transactions
a14852,no_transactions
a01788,no_transactions
a17259,medium_volume
a08910,no_transactions
a19902,no_transactions
a09546,no_transactions
a00161,low_volume
a20340,medium_volume
a23062,no_transactions
a01766,low_volume
a07958,medium_volume
a10978,no_transactions
a13566,no_transactions
a12233,no_transactions
a17355,medium_volume
a25976,medium_volume
a07520,low_volume
a17967,no_transactions
a00113,no_transactions
a28554,low_volume
a28260,low_volume
a21924,no_transactions
a21606,medium_volume
a29725,no_transactions
a20232,no_transactions
a27597,medium_volume
a23237,no_transactions
a20440,no_transactions
a10601,no_transactions
a26347,medium_volume
a21900,no_transactions
a04198,no_transactions
a16974,no_transactions
a28529,no_transactions
a29127,no_transactions
a08299,low_volume
a01247,medium_volume
a05437,medium_volume
a02497,medium_volume
a14912,no_transactions
a25403,no_transactions
a30653,low_volume
a13485,no_transactions
a22252,no_transactions
a08567,no_transactions
a25631,no_transactions
a13959,medium_volume
a07101,no_transactions
a13026,medium_volume
a21130,low_volume
a07251,no_transactions
a04092,low_volume
a12198,no_transactions
a18993,medium_volume
a00562,low_volume
a09663,low_volume
a17993,no_transactions
a18274,medium_volume
a04046,no_transactions
a09002,low_volume
a22789,no_transactions
a11644,no_transactions
a20335,medium_volume
a31146,low_volume
a05995,no_transactions
a02780,no_transactions
a18345,low_volume
a04409,medium_volume
a05533,low_volume
a19687,no_transactions
a07324,medium_volume
a04070,low_volume
a25225,medium_volume
a03659,no_transactions
a22539,no_transactions
a27211,medium_volume
a15255,medium_volume
a14157,no_transactions
a16214,no_transactions
a05897,low_volume
a15806,low_volume
a09370,low_volume
a10233,medium_volume
a30228,no_transactions
a06429,no_transactions
a17452,no_transactions
a29423,no_transactions
a24068,medium_volume
a27823,low_volume
a04568,no_transactions
a22525,medium_volume
a09794,no_transactions
a28391,medium_volume
a20645,no_transactions
a18631,no_transactions
a12217,no_transactions
a15584,no_transactions
a20210,medium_volume
a12917,low_volume
a07990,low_volume
a09534,medium_volume
a31142,medium_volume
a31467,no_transactions
a09525,no_transactions
a26586,medium_volume
a21690,low_volume
a00873,medium_volume
a23126,medium_volume
a11506,no_transactions
a20131,no_transactions
a22790,no_transactions
a06910,medium_volume
a07409,medium_volume
a09116,medium_volume
a00147,no_transactions
a23753,no_transactions
a28458,medium_volume
a19290,medium_volume
a03453,no_transactions
a22884,no_transactions
a22939,low_volume
a03736,no_transactions
a18623,no_transactions
a08922,no_transactions
a13042,medium_volume
a18212,no_transactions
a18784,medium_volume
a03737,medium_volume
a04326,low_volume
a16054,medium_volume
a21498,no_transactions
a13699,low_volume
a19862,no_transactions
a24298,no_transactions
a12272,no_transactions
a09019,low_volume
a24571,no_transactions
a27619,no_transactions
a23240,no_transactions
a27791,no_transactions
a22090,medium_volume
a24654,no_transactions
a17882,medium_volume
a30432,low_volume
a15719,high_volume
a15891,no_transactions
a03796,low_volume
a07733,no_transactions
a24635,low_volume
a18474,no_transactions
a10497,medium_volume
a13516,low_volume
a23513,medium_volume
a01855,no_transactions
a17402,low_volume
a15946,low_volume
a07803,medium_volume
a03621,no_transactions
a30538,low_volume
a08732,no_transactions
a26889,medium_volume
a18241,medium_volume
a10783,low_volume
a13452,no_transactions
a24892,medium_volume
a19247,high_volume
a18756,no_transactions
a24984,no_transactions
a08163,no_transactions
a17697,no_transactions
a04668,no_transactions
a29994,medium_volume
a16490,medium_volume
a14245,no_transactions
a22324,low_volume
a24681,no_transactions
a10588,no_transactions
a20469,low_volume
a08853,no_transactions
a11844,medium_volume
a07206,no_transactions
a03580,low_volume
a15076,low_volume
a20438,no_transactions
a17353,no_transactions
a04233,no_transactions
a04868,no_transactions
a23947,medium_volume
a04932,no_transactions
a05945,no_transactions
a20170,low_volume
a03328,medium_volume
a15277,no_transactions
a29900,no_transactions
a12425,low_volume
a20242,no_transactions
a11897,medium_volume
a13713,medium_volume
a03363,low_volume
a02297,medium_volume
a14944,medium_volume
a03100,medium_volume
a03015,no_transactions
a01567,no_transactions
a20742,low_volume
a21126,low_volume
a21529,no_transactions
a06878,medium_volume
a02870,medium_volume
a03549,medium_volume
a13373,medium_volume
a09122,no_transactions
a28374,no_transactions
a07338,no_transactions
a06468,low_volume
a18190,medium_volume
a19383,no_transactions
a10843,low_volume
a08911,medium_volume
a15221,no_transactions
a08469,low_volume
a00967,no_transactions
a20348,low_volume
a14012,low_volume
a29896,medium_volume
a28399,medium_volume
a02322,medium_volume
a09561,low_volume
a19322,no_transactions
a28694,no_transactions
a30033,no_transactions
a28276,medium_volume
a10099,no_transactions
a00337,no_transactions
a08298,no_transactions
a07280,no_transactions
a11162,no_transactions
a07335,no_transactions
a29338,no_transactions
a26173,medium_volume
a21489,no_transactions
a01103,no_transactions
a23939,no_transactions
a18890,no_transactions
a06086,low_volume
a04171,medium_volume
a09893,low_volume
a16369,medium_volume
a11806,medium_volume
a02980,low_volume
a20731,medium_volume
a22203,low_volume
a08935,medium_volume
a16194,no_transactions
a02157,no_transactions
a13052,low_volume
a13883,low_volume
a22969,no_transactions
a29296,no_transactions
a31184,no_transactions
a29624,no_transactions
a17428,no_transactions
a06034,medium_volume
a24440,no_transactions
a00715,medium_volume
a05510,medium_volume
a21045,medium_volume
a25996,low_volume
a10061,no_transactions
a21834,medium_volume
a19214,no_transactions
a04153,low_volume
a20412,medium_volume
a12720,no_transactions
a09474,low_volume
a30427,no_transactions
a23574,no_transactions
a10205,no_transactions
a14572,medium_volume
a12224,medium_volume
a06509,medium_volume
a01529,medium_volume
a05641,medium_volume
a19178,no_transactions
a17829,no_transactions
a09560,no_transactions
a23137,medium_volume
a12109,medium_volume
a16695,medium_volume
a26536,low_volume
a04025,no_transactions
a16629,no_transactions
a23426,medium_volume
a09066,medium_volume
a18244,low_volume
a20680,no_transactions
a16325,no_transactions
a28352,low_volume
a05855,no_transactions
a11894,medium_volume
a01443,no_transactions
a02750,low_volume
a28428,no_transactions
a20953,medium_volume
a07572,no_transactions
a08251,no_transactions
a05630,no_transactions
a26249,no_transactions
a15841,no_transactions
a12509,no_transactions
a29186,no_transactions
a15505,medium_volume
a08387,medium_volume
a26895,low_volume
a22071,medium_volume
a04398,medium_volume
a20688,no_transactions
a07977,medium_volume
a02935,low_volume
a16199,no_transactions
a23208,low_volume
a24153,no_transactions
a02637,low_volume
a01299,no_transactions
a20297,low_volume
a29366,medium_volume
a26569,medium_volume
a02850,no_transactions
a18462,no_transactions
a08613,no_transactions
a08291,medium_volume
a06122,no_transactions
a24677,no_transactions
a11753,low_volume
a06475,medium_volume
a07196,no_transactions
a07110,medium_volume
a16144,medium_volume
a00700,low_volume
a07766,medium_volume
a14858,low_volume
a01265,medium_volume
a28630,no_transactions
a18582,low_volume
a17244,no_transactions
a08750,no_transactions
a27349,medium_volume
a27766,medium_volume
a02885,medium_volume
a02321,medium_volume
a23593,low_volume
a02541,medium_volume
a21018,medium_volume
a12438,medium_volume
a25753,no_transactions
a28016,no_transactions
a09541,no_transactions
a27590,no_transactions
a09107,no_transactions
a29223,medium_volume
a23756,no_transactions
a08491,no_transactions
a10822,medium_volume
a21782,no_transactions
a05003,medium_volume
a20298,medium_volume
a20699,no_transactions
a03373,no_transactions
a03369,no_transactions
a28216,no_transactions
a29545,no_transactions
a14723,medium_volume
a16506,medium_volume
a19463,low_volume
a01120,low_volume
a07452,no_transactions
a00305,medium_volume
a22124,medium_volume
a14953,no_transactions
a04376,no_transactions
a24262,no_transactions
a03279,medium_volume
a19155,medium_volume
a12023,low_volume
a19701,medium_volume
a10284,no_transactions
a05399,no_transactions
a19694,no_transactions
a22125,no_transactions
a15174,no_transactions
a10890,no_transactions
a17387,medium_volume
a30484,medium_volume
a07542,no_transactions
a29686,medium_volume
a14021,no_transactions
a25352,no_transactions
a12896,low_volume
a04465,low_volume
a26638,no_transactions
a15503,no_transactions
a07713,low_volume
a10407,no_transactions
a03618,medium_volume
a12470,low_volume
a26013,medium_volume
a02086,medium_volume
a19349,medium_volume
a29914,low_volume
a11540,medium_volume
a08475,medium_volume
a29534,no_transactions
a16143,medium_volume
a13082,no_transactions
a25658,medium_volume
a30771,no_transactions
a02721,no_transactions
a18120,medium_volume
a23209,medium_volume
a28418,medium_volume
a19464,medium_volume
a30105,low_volume
a13432,no_transactions
a10716,medium_volume
a08329,low_volume
a08470,medium_volume
a05121,no_transactions
a14325,no_transactions
a28988,medium_volume
a23219,medium_volume
a09228,medium_volume
a03355,no_transactions
a21556,no_transactions
a28855,no_transactions
a13122,medium_volume
a18897,no_transactions
a01684,low_volume
a31140,medium_volume
a26668,medium_volume
a07694,low_volume
a11375,low_volume
a18187,low_volume
a01354,medium_volume
a16348,medium_volume
a23111,no_transactions
a18590,low_volume
a22496,low_volume
a11106,no_transactions
a01884,low_volume
a01876,low_volume
a02976,medium_volume
a14283,medium_volume
a05504,medium_volume
a21554,no_transactions
a19852,no_transactions
a04879,low_volume
a14739,medium_volume
a00464,low_volume
a23784,no_transactions
a03781,low_volume
a10192,medium_volume
a29168,medium_volume
a28632,medium_volume
a21333,no_transactions
a04302,no_transactions
a04029,no_transactions
a29671,low_volume
a04832,no_transactions
a00392,no_transactions
a21671,low_volume
a14759,no_transactions
a28561,medium_volume
a00399,no_transactions
a16276,medium_volume
a15670,medium_volume
a05764,low_volume
a18569,no_transactions
a29710,medium_volume
a08400,no_transactions
a13011,no_transactions
a00060,medium_volume
a18702,medium_volume
a08836,medium_volume
a20759,no_transactions
a07644,no_transactions
a25626,no_transactions
a22344,no_transactions
a03094,no_transactions
a28881,medium_volume
a27768,medium_volume
a26169,medium_volume
a20175,no_transactions
a29528,medium_volume
a29069,no_transactions
a22030,no_transactions
a21032,no_transactions
a13092,medium_volume
a04558,no_transactions
a21644,medium_volume
a05894,low_volume
a15953,medium_volume
a09661,no_transactions
a02140,low_volume
a29674,no_transactions
a31214,no_transactions
a21656,no_transactions
a09488,no_transactions
a23664,medium_volume
a22411,no_transactions
a00684,medium_volume
a24463,no_transactions
a00027,no_transactions
a14525,low_volume
a25845,medium_volume
a25858,low_volume
a16694,no_transactions
a23829,low_volume
a01505,medium_volume
a29589,no_transactions
a25586,no_transactions
a22155,medium_volume
a06701,no_transactions
a05497,no_transactions
a06596,no_transactions
a16341,medium_volume
a12617,low_volume
a00310,no_transactions
a14141,no_transactions
a26130,no_transactions
a26126,medium_volume
a11972,low_volume
a23236,low_volume
a02115,medium_volume
a28770,no_transactions
a26726,no_transactions
a20861,medium_volume
a13150,medium_volume
a13315,no_transactions
a01694,medium_volume
a18020,medium_volume
a22043,no_transactions
a30199,no_transactions
a10630,no_transactions
a14411,low_volume
a28186,low_volume
a20093,no_transactions
a13706,medium_volume
a07087,medium_volume
a31343,medium_volume
a12088,medium_volume
a21620,no_transactions
a25665,low_volume
a03731,no_transactions
a10287,low_volume
a17160,low_volume
a09147,no_transactions
a04058,no_transactions
a23644,medium_volume
a01272,no_transactions
a27224,medium_volume
a25572,medium_volume
a31196,no_transactions
a15301,no_transactions
a13229,medium_volume
a19276,no_transactions
a13897,no_transactions
a08824,medium_volume
a26456,low_volume
a02764,medium_volume
a00710,no_transactions
a22448,medium_volume
a12175,medium_volume
a30341,medium_volume
a01993,low_volume
a12252,no_transactions
a14535,no_transactions
a25232,low_volume
a13994,no_transactions
a10148,low_volume
a14710,low_volume
a21752,medium_volume
a08683,medium_volume
a31159,medium_volume
a10338,low_volume
a13676,medium_volume
a17696,medium_volume
a18302,no_transactions
a25442,medium_volume
a15346,no_transactions
a27655,no_transactions
a28077,medium_volume
a26856,medium_volume
a19166,no_transactions
a10635,low_volume
a24983,no_transactions
a17013,medium_volume
a14158,low_volume
a28003,medium_volume
a16624,no_transactions
a24945,no_transactions
a22850,low_volume
a10185,low_volume
a17835,low_volume
a01177,low_volume
a16236,medium_volume
a00840,medium_volume
a11073,low_volume
a13426,medium_volume
a25515,no_transactions
a14616,medium_volume
a26300,no_transactions
a14951,low_volume
a12747,medium_volume
a27535,no_transactions
a04313,low_volume
a29357,low_volume
a13858,medium_volume
a16519,medium_volume
a24591,no_transactions
a15530,low_volume
a05928,no_transactions
a17148,no_transactions
a24929,no_transactions
a15424,no_transactions
a17889,no_transactions
a21044,low_volume
a01148,no_transactions
a00518,low_volume
a12455,medium_volume
a30398,no_transactions
a10755,medium_volume
a06404,medium_volume
a05809,no_transactions
a04780,no_transactions
a11662,medium_volume
a17498,medium_volume
a10563,no_transactions
a16014,low_volume
a05146,medium_volume
a14812,medium_volume
a10049,medium_volume
a15612,low_volume
a05240,no_transactions
a22982,medium_volume
a04418,no_transactions
a17890,no_transactions
a29697,no_transactions
a09981,no_transactions
a09111,medium_volume
a11055,no_transactions
a23465,no_transactions
a07591,medium_volume
a02902,no_transactions
a01599,low_volume
a11393,no_transactions
a14580,low_volume
a29434,no_transactions
a17621,no_transactions
a12117,no_transactions
a23760,low_volume
a19751,medium_volume
a14382,medium_volume
a28218,medium_volume
a04873,low_volume
a15150,no_transactions
a16108,no_transactions
a10189,medium_volume
a17705,low_volume
a16321,medium_volume
a16046,no_transactions
a27889,no_transactions
a26131,no_transactions
a13651,medium_volume
a17077,medium_volume
a09911,low_volume
a27557,no_transactions
a19738,no_transactions
a02404,medium_volume
a22209,no_transactions
a02856,no_transactions
a25890,no_transactions
a10863,no_transactions
a05846,no_transactions
a05157,no_transactions
a02426,medium_volume
a09732,no_transactions
a30832,no_transactions
a12475,no_transactions
a02433,medium_volume
a03805,medium_volume
a02685,medium_volume
a19868,no_transactions
a05657,no_transactions
a01181,low_volume
a19616,no_transactions
a03442,low_volume
a24790,medium_volume
a27144,low_volume
a21847,no_transactions
a29431,medium_volume
a02448,no_transactions
a06591,low_volume
a26494,no_transactions
a26568,low_volume
a14030,medium_volume
a09057,medium_volume
a10276,no_transactions
a09788,no_transactions
a14205,no_transactions
a26958,medium_volume
a19894,no_transactions
a11838,low_volume
a10437,medium_volume
a10576,medium_volume
a18285,no_transactions
a25702,medium_volume
a14979,low_volume
a04216,medium_volume
a25033,low_volume
a12006,no_transactions
a07530,low_volume
a23755,no_transactions
a15051,no_transactions
a15357,no_transactions
a27854,no_transactions
a04860,no_transactions
a14570,no_transactions
a15044,no_transactions
a27246,medium_volume
a00759,no_transactions
a18754,medium_volume
a30509,no_transactions
a01662,low_volume
a20167,medium_volume
a08958,medium_volume
a26447,no_transactions
a01087,no_transactions
a09091,low_volume
a03406,low_volume
a21879,no_transactions
a21433,no_transactions
a18449,low_volume
a09761,no_transactions
a07915,low_volume
a22772,no_transactions
a01902,low_volume
a05810,no_transactions
a30121,low_volume
a05383,low_volume
a29751,no_transactions
a09960,low_volume
a29472,no_transactions
a00640,medium_volume
a31448,no_transactions
a28482,medium_volume
a30496,medium_volume
a00619,low_volume
a26745,no_transactions
a11450,low_volume
a27898,no_transactions
a00421,no_transactions
a30513,low_volume
a13496,medium_volume
a14206,low_volume
a01977,no_transactions
a16407,no_transactions
a22359,no_transactions
a13741,no_transactions
a21787,medium_volume
a16379,low_volume
a11408,medium_volume
a23888,medium_volume
a06002,no_transactions
a13985,no_transactions
a30635,no_transactions
a09963,low_volume
a19239,no_transactions
a08246,low_volume
a11726,medium_volume
a21675,low_volume
a27025,no_transactions
a21659,high_volume
a27483,no_transactions
a25031,no_transactions
a20138,medium_volume
a24324,medium_volume
a29729,no_transactions
a27870,medium_volume
a22218,no_transactions
a03462,low_volume
a16155,low_volume
a12711,low_volume
a31349,low_volume
a17006,medium_volume
a13653,medium_volume
a05016,medium_volume
a15099,no_transactions
a02821,no_transactions
a07104,no_transactions
a09955,low_volume
a21245,low_volume
a17134,medium_volume
a11919,no_transactions
a19524,medium_volume
a28545,no_transactions
a13551,no_transactions
a14721,no_transactions
a29170,no_transactions
a24024,no_transactions
a16445,medium_volume
a06413,no_transactions
a17885,no_transactions
a22391,medium_volume
a03967,no_transactions
a20202,no_transactions
a21867,medium_volume
a09430,low_volume
a12580,no_transactions
a17174,low_volume
a05334,low_volume
a25994,low_volume
a03935,low_volume
a02009,medium_volume
a01234,no_transactions
a07311,low_volume
a28200,medium_volume
a23785,no_transactions
a18276,no_transactions
a12948,no_transactions
a03149,low_volume
a28078,medium_volume
a15332,no_transactions
a11067,medium_volume
a15873,no_transactions
a12125,no_transactions
a05978,no_transactions
a06394,no_transactions
a27593,no_transactions
a09176,no_transactions
a28670,no_transactions
a08845,no_transactions
a00136,no_transactions
a08522,no_transactions
a02399,no_transactions
a10558,no_transactions
a19382,no_transactions
a21230,no_transactions
a23212,no_transactions
a15759,no_transactions
a29830,no_transactions
a29812,low_volume
a14637,low_volume
a10764,medium_volume
a16560,medium_volume
a21615,medium_volume
a21154,low_volume
a06572,low_volume
a16632,low_volume
a05493,no_transactions
a12089,low_volume
a00463,no_transactions
a02573,no_transactions
a09689,no_transactions
a09141,no_transactions
a21337,no_transactions
a17009,medium_volume
a22198,medium_volume
a21264,medium_volume
a21015,no_transactions
a02099,low_volume
a27511,low_volume
a20737,no_transactions
a10699,low_volume
a23056,no_transactions
a10059,no_transactions
a26681,medium_volume
a15070,medium_volume
a16231,low_volume
a26913,medium_volume
a20290,no_transactions
a18646,medium_volume
a04277,no_transactions
a22051,no_transactions
a22267,no_transactions
a14837,medium_volume
a25663,medium_volume
a10572,no_transactions
a07759,low_volume
a13104,medium_volume
a20303,no_transactions
a06388,no_transactions
a08484,no_transactions
a06510,medium_volume
a29114,no_transactions
a09393,no_transactions
a03292,medium_volume
a09775,no_transactions
a17323,no_transactions
a20937,no_transactions
a10982,no_transactions
a23300,no_transactions
a16315,no_transactions
a01365,no_transactions
a24344,medium_volume
a26496,no_transactions
a26125,medium_volume
a26922,no_transactions
a22457,no_transactions
a13800,medium_volume
a22830,no_transactions
a09216,no_transactions
a00036,no_transactions
a22177,low_volume
a18608,medium_volume
a05152,medium_volume
a16868,low_volume
a00745,no_transactions
a04613,medium_volume
a05282,no_transactions
a10703,no_transactions
a19444,medium_volume
a11042,no_transactions
a17551,no_transactions
a02775,no_transactions
a21667,low_volume
a21643,no_transactions
a28402,medium_volume
a05873,low_volume
a01073,no_transactions
a04945,low_volume
a16338,low_volume
a14742,no_transactions
a02416,medium_volume
a01787,medium_volume
a14543,medium_volume
a18473,low_volume
a10561,medium_volume
a18504,no_transactions
a16689,no_transactions
a24260,low_volume
a07966,no_transactions
a17250,no_transactions
a04752,no_transactions
a06752,no_transactions
a02813,no_transactions
a22202,no_transactions
a03692,no_transactions
a19693,no_transactions
a25315,medium_volume
a23811,no_transactions
a04197,no_transactions
a03720,low_volume
a08212,no_transactions
a21457,medium_volume
a23986,medium_volume
a06502,medium_volume
a29921,medium_volume
a16208,low_volume
a05491,medium_volume
a20137,medium_volume
a00041,medium_volume
a25876,low_volume
a03436,no_transactions
a04291,medium_volume
a30840,medium_volume
a10756,low_volume
a05749,medium_volume
a24492,no_transactions
a30710,medium_volume
a12616,medium_volume
a29096,low_volume
a23328,no_transactions
a02830,no_transactions
a08656,medium_volume
a22616,no_transactions
a31334,no_transactions
a23868,medium_volume
a20001,no_transactions
a18428,medium_volume
a16277,no_transactions
a16412,low_volume
a08815,no_transactions
a15497,low_volume
a11347,no_transactions
a25039,medium_volume
a30901,low_volume
a31438,no_transactions
a27465,medium_volume
a08078,no_transactions
a01613,no_transactions
a02461,no_transactions
a06909,no_transactions
a28301,medium_volume
a04627,low_volume
a19835,medium_volume
a28265,medium_volume
a26886,low_volume
a19334,low_volume
a31143,low_volume
a00962,low_volume
a09486,no_transactions
a09754,low_volume
a11057,medium_volume
a14075,medium_volume
a07272,no_transactions
a18501,medium_volume
a24719,low_volume
a24205,no_transactions
a01571,no_transactions
a29172,no_transactions
a28196,medium_volume
a28460,no_transactions
a17262,no_transactions
a05358,no_transactions
a18195,low_volume
a23532,no_transactions
a30230,no_transactions
a21231,no_transactions
a06875,no_transactions
a17693,no_transactions
a19637,medium_volume
a13412,no_transactions
a21546,no_transactions
a19034,no_transactions
a29868,no_transactions
a24070,no_transactions
a19069,no_transactions
a08999,no_transactions
a23817,no_transactions
a17821,no_transactions
a21754,low_volume
a09668,medium_volume
a05110,no_transactions
a14605,medium_volume
a18105,low_volume
a19075,no_transactions
a28085,medium_volume
a28011,medium_volume
a27118,medium_volume
a03064,medium_volume
a15696,no_transactions
a08900,no_transactions
a23843,low_volume
a01882,medium_volume
a05467,no_transactions
a28062,no_transactions
a17667,low_volume
a01986,low_volume
a27562,medium_volume
a10880,low_volume
a20659,medium_volume
a27522,low_volume
a16777,low_volume
a20704,no_transactions
a30007,low_volume
a25523,low_volume
a04176,low_volume
a23831,no_transactions
a24650,low_volume
a04374,medium_volume
a20256,no_transactions
a15797,medium_volume
a03388,no_transactions
a01842,no_transactions
a06854,medium_volume
a13429,no_transactions
a00517,no_transactions
a10442,no_transactions
a07229,medium_volume
a04807,no_transactions
a03361,no_transactions
a13254,medium_volume
a12965,no_transactions
a27956,no_transactions
a20903,medium_volume
a08058,medium_volume
a19864,no_transactions
a01932,medium_volume
a28509,no_transactions
a08857,no_transactions
a26731,no_transactions
a09190,no_transactions
a20062,medium_volume
a13448,no_transactions
a10271,medium_volume
a09651,no_transactions
a29454,medium_volume
a13266,medium_volume
a13942,low_volume
a07211,no_transactions
a22013,no_transactions
a14017,no_transactions
a00904,low_volume
a28519,low_volume
a12559,low_volume
a22689,no_transactions
a05333,medium_volume
a15066,medium_volume
a15227,medium_volume
a28478,no_transactions
a10238,low_volume
a09319,no_transactions
a06215,no_transactions
a01809,medium_volume
a03598,medium_volume
a13464,medium_volume
a10171,no_transactions
a04980,medium_volume
a06427,low_volume
a13126,medium_volume
a01518,medium_volume
